Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Order Year,Order Month,Order Quarter,Days to Ship,Profit Margin %,Revenue per Unit,Discount Band
14643,CA-2016-111783,2012-10-14,2012-10-22,Standard Class,CG-11490,Jane Garcia,Home Office,Birmingham,England,United Kingdom,Europe,Europe,OFF-FA-10030,Office Supplies,Fasteners,Swingline Optima,165.52,4,0.0,74.63,3.57,High,2012,10,4,8,45.088206863218936,41.38,No Discount
14644,CA-2018-121788,2012-10-14,2012-10-21,Standard Class,CG-10656,Emily Williams,Corporate,Beijing,Beijing,China,Asia Pacific,Asia Pacific,OFF-SU-10036,Office Supplies,Supplies,Staples #10,99.55,2,0.2,14.56,12.16,Critical,2012,10,4,7,14.625816172777501,49.775,Medium (11-30%)
14645,CA-2017-116076,2012-10-14,2012-10-19,Second Class,CG-10927,William Williams,Consumer,Los Angeles,California,United States,North America,North America,OFF-AP-10067,Office Supplies,Appliances,Fellowes PB500,326.33,1,0.0,103.26,30.32,Medium,2012,10,4,5,31.642815554806486,326.33,No Discount
14646,CA-2016-112071,2012-10-14,2012-10-21,Standard Class,CG-11362,Rachel Wilson,Consumer,Riyadh,Riyadh,Saudi Arabia,EMEA,EMEA,OFF-PA-10058,Office Supplies,Paper,Hammermill Copy Plus,49.4,1,0.0,18.19,1.52,Medium,2012,10,4,7,36.82186234817814,49.4,No Discount
14647,CA-2020-130648,2012-10-14,2012-10-20,Second Class,CG-10842,Jane Brown,Consumer,São Paulo,São Paulo,Brazil,LATAM,LATAM,TEC-AC-10044,Technology,Accessories,Samsung Monitor,259.11,1,0.1,88.1,25.82,Low,2012,10,4,6,34.00100343483462,259.11,Low (1-10%)
14648,CA-2014-100988,2012-10-15,2012-10-19,Second Class,CG-11330,Jane Martinez,Corporate,Dallas,Texas,United States,North America,North America,FUR-FU-10086,Furniture,Furnishings,DAX Circular Frame,506.98,3,0.1,97.24,48.97,Medium,2012,10,4,4,19.18024379659947,168.99333333333334,Low (1-10%)
14649,CA-2023-145766,2012-10-15,2012-10-16,Same Day,CG-11070,Megan Jackson,Consumer,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,FUR-CH-10004,Furniture,Chairs,Flash Furniture,1262.09,1,0.1,-88.41,125.47,Medium,2012,10,4,1,-7.005047183639836,1262.09,Low (1-10%)
14650,CA-2017-118612,2012-10-15,2012-10-24,Standard Class,CG-10544,Jane Miller,Consumer,Beijing,Beijing,China,Asia Pacific,Asia Pacific,TEC-CO-10085,Technology,Copiers,HP LaserJet,7300.5,3,0.1,1534.74,465.19,Medium,2012,10,4,9,21.022395726320113,2433.5,Low (1-10%)
14651,CA-2023-148514,2012-10-15,2012-10-22,Standard Class,CG-10933,Nicole White,Consumer,London,England,United Kingdom,Europe,Europe,OFF-FA-10081,Office Supplies,Fasteners,Stanley Bostitch,37.23,1,0.0,20.19,2.17,Medium,2012,10,4,7,54.230459307010484,37.23,No Discount
14652,CA-2020-134432,2012-10-15,2012-10-17,First Class,CG-10607,Michael Martinez,Corporate,Istanbul,Istanbul,Turkey,EMEA,EMEA,OFF-PA-10043,Office Supplies,Paper,HP Bright White,184.11,3,0.3,25.06,18.69,Medium,2012,10,4,2,13.611427950681657,61.370000000000005,Medium (11-30%)
14653,CA-2019-127945,2012-10-15,2012-10-18,First Class,CG-11334,William Garcia,Consumer,Melbourne,Victoria,Australia,Oceania,Oceania,OFF-BI-10025,Office Supplies,Binders,Acco Brands,128.96,1,0.0,55.77,16.6,High,2012,10,4,3,43.24596774193548,128.96,No Discount
14654,CA-2016-110458,2012-10-15,2012-10-20,Second Class,CG-10549,Megan White,Home Office,Izmir,Izmir,Turkey,EMEA,EMEA,FUR-ST-10010,Furniture,Storage,Sauder Edgewater,18.17,1,0.4,-1.88,1.49,Low,2012,10,4,5,-10.346725371491468,18.17,High (31-50%)
14655,CA-2018-120441,2012-10-15,2012-10-19,Second Class,CG-10598,Ashley Jones,Corporate,Los Angeles,California,United States,North America,North America,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,1163.54,2,0.1,244.37,122.1,Medium,2012,10,4,4,21.00228612681988,581.77,Low (1-10%)
14656,CA-2020-134924,2012-10-15,2012-10-23,Standard Class,CG-10078,Jane Clark,Corporate,London,England,United Kingdom,Europe,Europe,TEC-AC-10044,Technology,Accessories,Samsung Monitor,96.69,1,0.5,-17.6,9.04,Medium,2012,10,4,8,-18.202502844141073,96.69,High (31-50%)
14657,CA-2019-128316,2012-10-15,2012-10-24,Standard Class,CG-10768,Nicole Wilson,Consumer,Beijing,Beijing,China,Asia Pacific,Asia Pacific,OFF-SU-10060,Office Supplies,Supplies,Faber-Castell,78.1,1,0.0,29.83,5.1,High,2012,10,4,9,38.19462227912932,78.1,No Discount
14658,CA-2021-135929,2012-10-15,2012-10-23,Standard Class,CG-10986,Lauren Miller,Home Office,Seattle,Washington,United States,North America,North America,OFF-AP-10035,Office Supplies,Appliances,Acco Thermal Laminator,1009.59,3,0.0,337.49,21.56,Critical,2012,10,4,8,33.428421438405685,336.53000000000003,No Discount
14659,CA-2017-116778,2012-10-15,2012-10-22,Standard Class,CG-10340,Ashley Robinson,Corporate,Montreal,Quebec,Canada,North America,North America,OFF-BI-10015,Office Supplies,Binders,Ibico Standard,753.41,4,0.1,293.16,83.16,Low,2012,10,4,7,38.9110842701849,188.3525,Low (1-10%)
14660,CA-2015-107437,2012-10-15,2012-10-19,Second Class,CG-10926,Emily Anderson,Consumer,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,TEC-PH-10033,Technology,Phones,Motorola Moto G,1103.59,1,0.0,326.17,83.74,Critical,2012,10,4,4,29.555360233420025,1103.59,No Discount
14661,CA-2015-108321,2012-10-15,2012-10-24,Standard Class,CG-10407,Robert Williams,Consumer,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,OFF-AR-10040,Office Supplies,Art,Sanford Colorific,146.97,2,0.1,53.72,3.85,Low,2012,10,4,9,36.551677213036676,73.485,Low (1-10%)
14662,CA-2018-120553,2012-10-15,2012-10-24,Standard Class,CG-10758,Michael Jackson,Home Office,Atlanta,Georgia,United States,North America,North America,OFF-PA-10043,Office Supplies,Paper,HP Bright White,92.96,1,0.0,33.3,6.64,Medium,2012,10,4,9,35.82185886402754,92.96,No Discount
14663,CA-2020-132869,2012-10-15,2012-10-17,Same Day,CG-11582,Robert Harris,Corporate,Lyon,Auvergne-Rhône-Alpes,France,Europe,Europe,OFF-AR-10071,Office Supplies,Art,Avery Hi-Liter,64.5,3,0.0,23.95,8.95,Medium,2012,10,4,2,37.13178294573643,21.5,No Discount
14664,CA-2016-112497,2012-10-15,2012-10-24,Standard Class,CG-10106,David Robinson,Home Office,Houston,Texas,United States,North America,North America,TEC-AC-10044,Technology,Accessories,Samsung Monitor,236.7,5,0.8,-100.67,13.38,Low,2012,10,4,9,-42.530629488804394,47.339999999999996,Very High (>50%)
14665,CA-2024-150082,2012-10-15,2012-10-17,First Class,CG-10377,James Robinson,Home Office,Los Angeles,California,United States,North America,North America,OFF-SU-10028,Office Supplies,Supplies,Avery Optical Mouse Pad,43.02,1,0.1,18.99,5.57,Critical,2012,10,4,2,44.14225941422594,43.02,Low (1-10%)
14666,CA-2015-106057,2012-10-15,2012-10-24,Standard Class,CG-10451,Amanda Miller,Corporate,New Delhi,Delhi,India,Asia Pacific,Asia Pacific,OFF-BI-10015,Office Supplies,Binders,Ibico Standard,307.15,2,0.3,43.56,23.45,Low,2012,10,4,9,14.181995767540293,153.575,Medium (11-30%)
14667,CA-2017-116706,2012-10-15,2012-10-17,First Class,CG-11559,William Taylor,Corporate,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,TEC-CO-10006,Technology,Computers,Asus VivoBook,681.39,2,0.2,41.76,65.01,Low,2012,10,4,2,6.128648791441025,340.695,Medium (11-30%)
14668,CA-2019-129739,2012-10-15,2012-10-22,Standard Class,CG-11017,Lauren Anderson,Home Office,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,FUR-BO-10080,Furniture,Bookcases,IKEA KALLAX,3433.5,6,0.0,668.42,288.17,High,2012,10,4,7,19.46759866025921,572.25,No Discount
14669,CA-2016-114313,2012-10-15,2012-10-22,Standard Class,CG-10780,William Jones,Corporate,Chennai,Tamil Nadu,India,Asia Pacific,Asia Pacific,OFF-AR-10021,Office Supplies,Art,Quartet Corkboard,266.64,2,0.0,131.74,15.63,Critical,2012,10,4,7,49.407440744074414,133.32,No Discount
14670,CA-2016-114499,2012-10-15,2012-10-24,Standard Class,CG-11533,Daniel Anderson,Consumer,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,TEC-AC-10044,Technology,Accessories,Samsung Monitor,157.85,5,0.0,54.63,19.43,Medium,2012,10,4,9,34.608805828318026,31.57,No Discount
14671,CA-2021-135384,2012-10-15,2012-10-17,Same Day,CG-10750,William Jones,Consumer,Birmingham,England,United Kingdom,Europe,Europe,OFF-SU-10028,Office Supplies,Supplies,Avery Optical Mouse Pad,37.78,1,0.0,18.29,3.07,High,2012,10,4,2,48.41185812599259,37.78,No Discount
14672,CA-2023-149019,2012-10-15,2012-10-15,Same Day,CG-11330,Jane Martinez,Corporate,Los Angeles,California,United States,North America,North America,FUR-BO-10080,Furniture,Bookcases,IKEA KALLAX,793.14,1,0.0,180.88,17.06,Medium,2012,10,4,0,22.805557656907986,793.14,No Discount
14673,CA-2016-112091,2012-10-15,2012-10-19,Second Class,CG-10842,Jane Brown,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,OFF-BI-10042,Office Supplies,Binders,Wilson Jones Round Ring,50.97,3,0.3,-1.52,3.05,Low,2012,10,4,4,-2.9821463606042773,16.99,Medium (11-30%)
14674,CA-2021-135976,2012-10-15,2012-10-21,Second Class,CG-10063,Jessica Wilson,Consumer,Dallas,Texas,United States,North America,North America,OFF-SU-10060,Office Supplies,Supplies,Faber-Castell,61.28,1,0.0,16.18,4.15,Critical,2012,10,4,6,26.403394255874673,61.28,No Discount
14675,CA-2024-151217,2012-10-15,2012-10-24,Standard Class,CG-11369,Ashley Williams,Consumer,Riyadh,Riyadh,Saudi Arabia,EMEA,EMEA,TEC-AC-10062,Technology,Accessories,Belkin Surge Protector,58.32,2,0.2,10.34,0.52,Medium,2012,10,4,9,17.729766803840878,29.16,Medium (11-30%)
14676,CA-2018-123174,2012-10-15,2012-10-19,First Class,CG-11582,Robert Harris,Consumer,Seattle,Washington,United States,North America,North America,OFF-AR-10021,Office Supplies,Art,Quartet Corkboard,124.51,1,0.0,69.38,5.6,Low,2012,10,4,4,55.72243193317805,124.51,No Discount
14677,CA-2018-122690,2012-10-15,2012-10-23,Standard Class,CG-11201,Thomas Johnson,Home Office,Atlanta,Georgia,United States,North America,North America,TEC-CO-10031,Technology,Computers,HP Pavilion 14,2195.71,5,0.8,-1233.31,33.5,Low,2012,10,4,8,-56.16907515109008,439.142,Very High (>50%)
14678,CA-2015-106364,2012-10-15,2012-10-23,Standard Class,CG-10920,Amanda Jones,Home Office,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,OFF-LA-10078,Office Supplies,Labels,Avery File Folder,48.74,1,0.3,-0.38,1.26,Critical,2012,10,4,8,-0.7796471070988921,48.74,Medium (11-30%)
14679,CA-2020-132741,2012-10-15,2012-10-19,Second Class,CG-11554,Amanda Smith,Consumer,Sydney,New South Wales,Australia,Oceania,Oceania,FUR-BO-10050,Furniture,Bookcases,Sauder Beginnings,234.22,2,0.1,50.75,20.58,Critical,2012,10,4,4,21.667662881052003,117.11,Low (1-10%)
14680,CA-2023-146178,2012-10-15,2012-10-23,Standard Class,CG-11413,William Clark,Corporate,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,TEC-PH-10019,Technology,Phones,Apple iPhone 14,261.48,1,0.6,-101.45,4.52,Medium,2012,10,4,8,-38.79837846106777,261.48,Very High (>50%)
14681,CA-2019-129439,2012-10-15,2012-10-22,Standard Class,CG-10486,James Miller,Consumer,Bangalore,Karnataka,India,Asia Pacific,Asia Pacific,FUR-ST-10010,Furniture,Storage,Sauder Edgewater,426.85,2,0.3,-63.88,62.91,High,2012,10,4,7,-14.965444535551132,213.425,Medium (11-30%)
14682,CA-2022-143034,2012-10-15,2012-10-24,Standard Class,CG-10495,William Walker,Consumer,Sydney,New South Wales,Australia,Oceania,Oceania,FUR-CH-10077,Furniture,Chairs,HON Ignition,1134.2,6,0.8,-509.19,61.57,Critical,2012,10,4,9,-44.8941985540469,189.03333333333333,Very High (>50%)
14683,CA-2017-116186,2012-10-15,2012-10-24,Standard Class,CG-10241,Sarah Jackson,Home Office,Birmingham,England,United Kingdom,Europe,Europe,TEC-AC-10044,Technology,Accessories,Samsung Monitor,1115.88,6,0.0,482.12,16.06,Critical,2012,10,4,9,43.20536258379037,185.98000000000002,No Discount
14684,CA-2018-121195,2012-10-15,2012-10-21,Second Class,CG-10249,Emily White,Home Office,Izmir,Izmir,Turkey,EMEA,EMEA,FUR-FU-10009,Furniture,Furnishings,Eldon Stackables,28.24,3,0.1,7.64,0.88,High,2012,10,4,6,27.053824362606232,9.413333333333332,Low (1-10%)
14685,CA-2014-104637,2012-10-15,2012-10-23,Standard Class,CG-11378,Chris Thomas,Consumer,San Francisco,California,United States,North America,North America,TEC-AC-10032,Technology,Accessories,Logitech Mouse,102.0,1,0.0,30.19,3.28,Low,2012,10,4,8,29.598039215686278,102.0,No Discount
14686,CA-2021-138588,2012-10-15,2012-10-21,Second Class,CG-11018,Amanda Williams,Home Office,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,FUR-FU-10086,Furniture,Furnishings,DAX Circular Frame,30.95,1,0.5,-4.58,2.62,Medium,2012,10,4,6,-14.798061389337642,30.95,High (31-50%)
14687,CA-2022-143443,2012-10-15,2012-10-22,Standard Class,CG-11200,Kevin Brown,Corporate,Johannesburg,Gauteng,South Africa,Africa,Africa,TEC-AC-10046,Technology,Accessories,Plantronics Headset,446.21,2,0.2,65.56,43.59,Medium,2012,10,4,7,14.692633513368147,223.105,Medium (11-30%)
14688,CA-2019-126305,2012-10-15,2012-10-19,Second Class,CG-11347,Jane Williams,Consumer,Osaka,Osaka,Japan,Asia Pacific,Asia Pacific,TEC-PH-10041,Technology,Phones,Nokia 3310,2565.1,3,0.2,210.19,58.45,Medium,2012,10,4,4,8.194222447467935,855.0333333333333,Medium (11-30%)
14689,CA-2018-123543,2012-10-15,2012-10-16,Same Day,CG-11009,Chris Walker,Consumer,Ankara,Ankara,Turkey,EMEA,EMEA,FUR-ST-10066,Furniture,Storage,Advantus Plastic Rack,931.15,3,0.2,5.96,23.97,Medium,2012,10,4,1,0.6400687322128551,310.3833333333333,Medium (11-30%)
14690,CA-2022-143451,2012-10-15,2012-10-22,Standard Class,CG-11323,Lauren Wilson,Consumer,Beijing,Beijing,China,Asia Pacific,Asia Pacific,OFF-ST-10047,Office Supplies,Storage,Rogers File Boxes,74.93,1,0.0,24.5,4.37,Low,2012,10,4,7,32.69718403843587,74.93,No Discount
14691,CA-2017-115280,2012-10-15,2012-10-19,First Class,CG-10221,Chris Garcia,Corporate,Berlin,Berlin,Germany,Europe,Europe,FUR-TA-10091,Furniture,Tables,Bevis 36W,1734.69,1,0.0,109.77,38.85,High,2012,10,4,4,6.327931791847534,1734.69,No Discount
14692,CA-2014-104014,2012-10-15,2012-10-24,Standard Class,CG-11274,Michael White,Consumer,Dammam,Eastern Province,Saudi Arabia,EMEA,EMEA,TEC-AC-10032,Technology,Accessories,Logitech Mouse,200.19,1,0.1,51.07,14.32,Medium,2012,10,4,9,25.510764773465212,200.19,Low (1-10%)
14693,CA-2015-107766,2012-10-15,2012-10-20,Second Class,CG-11077,Chris Smith,Consumer,Abuja,Abuja,Nigeria,Africa,Africa,TEC-PH-10019,Technology,Phones,Apple iPhone 14,621.47,1,0.4,-117.1,75.88,Low,2012,10,4,5,-18.842421999452906,621.47,High (31-50%)
14694,CA-2019-126565,2012-10-15,2012-10-18,First Class,CG-11021,Ashley Walker,Corporate,Beijing,Beijing,China,Asia Pacific,Asia Pacific,OFF-PA-10058,Office Supplies,Paper,Hammermill Copy Plus,68.69,3,0.1,11.18,9.97,Critical,2012,10,4,3,16.27602271072936,22.896666666666665,Low (1-10%)
14695,CA-2014-104137,2012-10-15,2012-10-24,Standard Class,CG-10472,Emily Harris,Consumer,Hamburg,Hamburg,Germany,Europe,Europe,OFF-ST-10002,Office Supplies,Storage,Storex Durable,192.19,2,0.3,24.51,22.36,High,2012,10,4,9,12.753004838961445,96.095,Medium (11-30%)
14696,CA-2021-137131,2012-10-16,2012-10-24,Standard Class,CG-10383,Jane Martinez,Corporate,Berlin,Berlin,Germany,Europe,Europe,TEC-AC-10044,Technology,Accessories,Samsung Monitor,205.54,2,0.5,-28.12,19.4,High,2012,10,4,8,-13.681035321591906,102.77,High (31-50%)
14697,CA-2016-114527,2012-10-16,2012-10-25,Standard Class,CG-10790,Amanda Wilson,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,TEC-AC-10062,Technology,Accessories,Belkin Surge Protector,170.22,1,0.1,41.0,13.12,Medium,2012,10,4,9,24.086476324756198,170.22,Low (1-10%)
14698,CA-2022-143893,2012-10-16,2012-10-17,Same Day,CG-11523,Amanda Thomas,Corporate,Cape Town,Western Cape,South Africa,Africa,Africa,OFF-SU-10036,Office Supplies,Supplies,Staples #10,40.93,1,0.1,9.05,2.2,Medium,2012,10,4,1,22.11092108477889,40.93,Low (1-10%)
14699,CA-2019-127926,2012-10-16,2012-10-24,Standard Class,CG-11255,Kevin Smith,Consumer,Lagos,Lagos,Nigeria,Africa,Africa,FUR-CH-10048,Furniture,Chairs,Herman Miller Aeron,589.5,2,0.2,12.96,71.62,Medium,2012,10,4,8,2.198473282442748,294.75,Medium (11-30%)
14700,CA-2019-125048,2012-10-16,2012-10-23,Standard Class,CG-10312,Chris Robinson,Home Office,Tokyo,Tokyo,Japan,Asia Pacific,Asia Pacific,TEC-MA-10088,Technology,Machines,Pitney Bowes,1662.41,4,0.4,-337.48,240.91,Medium,2012,10,4,7,-20.300647854620703,415.6025,High (31-50%)
14701,CA-2024-150767,2012-10-16,2012-10-20,First Class,CG-11485,Sarah Garcia,Consumer,Seattle,Washington,United States,North America,North America,TEC-PH-10041,Technology,Phones,Nokia 3310,723.6,3,0.6,-228.02,62.46,Medium,2012,10,4,4,-31.51188501934771,241.20000000000002,Very High (>50%)
14702,CA-2022-140150,2012-10-16,2012-10-20,Second Class,CG-10137,Lauren Robinson,Consumer,Montreal,Quebec,Canada,North America,North America,TEC-PH-10033,Technology,Phones,Motorola Moto G,1510.24,2,0.0,280.38,15.68,Medium,2012,10,4,4,18.56526115054561,755.12,No Discount
14703,CA-2020-134846,2012-10-16,2012-10-23,Standard Class,CG-11203,Rachel Thomas,Consumer,Osaka,Osaka,Japan,Asia Pacific,Asia Pacific,OFF-PA-10068,Office Supplies,Paper,Avery Dennison Paper,148.68,2,0.0,46.22,19.68,Medium,2012,10,4,7,31.086898036050574,74.34,No Discount
14704,CA-2017-118441,2012-10-16,2012-10-21,Second Class,CG-10867,Thomas Lewis,Corporate,Dallas,Texas,United States,North America,North America,FUR-TA-10012,Furniture,Tables,KI Adjustable Table,1475.33,6,0.3,-388.17,123.52,Low,2012,10,4,5,-26.310723702493682,245.88833333333332,Medium (11-30%)
14705,CA-2016-114860,2012-10-16,2012-10-22,Second Class,CG-11101,Nicole Davis,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,OFF-ST-10069,Office Supplies,Storage,Avery Recycled,152.12,1,0.0,40.36,16.73,Medium,2012,10,4,6,26.531685511438337,152.12,No Discount
14706,CA-2015-107915,2012-10-16,2012-10-20,Second Class,CG-11184,Lauren Anderson,Consumer,Miami,Florida,United States,North America,North America,OFF-BI-10092,Office Supplies,Binders,Avery Heavy Duty,255.07,3,0.3,23.06,33.84,High,2012,10,4,4,9.040655506331595,85.02333333333333,Medium (11-30%)
14707,CA-2018-122806,2012-10-16,2012-10-25,Standard Class,CG-11093,Nicole Brown,Corporate,Vancouver,British Columbia,Canada,North America,North America,OFF-BI-10015,Office Supplies,Binders,Ibico Standard,314.39,2,0.1,126.8,32.08,High,2012,10,4,9,40.33207163077706,157.195,Low (1-10%)
14708,CA-2015-109847,2012-10-16,2012-10-25,Standard Class,CG-10720,Thomas Miller,Corporate,Manchester,England,United Kingdom,Europe,Europe,OFF-AR-10040,Office Supplies,Art,Sanford Colorific,278.08,2,0.0,168.83,27.68,High,2012,10,4,9,60.712744533947074,139.04,No Discount
14709,CA-2019-129321,2012-10-16,2012-10-24,Standard Class,CG-11452,Rachel Davis,Consumer,Mexico City,CDMX,Mexico,LATAM,LATAM,OFF-AP-10063,Office Supplies,Appliances,Hoover Handheld,1013.19,3,0.0,298.47,37.18,High,2012,10,4,8,29.458443135048707,337.73,No Discount
14710,CA-2023-149264,2012-10-16,2012-10-25,Standard Class,CG-10199,John Brown,Corporate,Paris,Île-de-France,France,Europe,Europe,OFF-AP-10035,Office Supplies,Appliances,Acco Thermal Laminator,98.69,2,0.1,26.92,1.17,Medium,2012,10,4,9,27.277333063126964,49.345,Low (1-10%)
14711,CA-2022-144580,2012-10-16,2012-10-19,First Class,CG-11123,Nicole Clark,Consumer,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,OFF-EN-10075,Office Supplies,Envelopes,Universal Business,18.77,1,0.0,7.32,1.18,High,2012,10,4,3,38.99840170484816,18.77,No Discount
14712,CA-2014-101363,2012-10-16,2012-10-23,Standard Class,CG-11450,Robert Clark,Consumer,Manchester,England,United Kingdom,Europe,Europe,TEC-PH-10023,Technology,Phones,Cisco IP Phone,541.87,3,0.4,-124.79,4.04,Low,2012,10,4,7,-23.029508922804364,180.62333333333333,High (31-50%)
14713,CA-2023-148110,2012-10-16,2012-10-19,First Class,CG-10789,Thomas Clark,Consumer,Chicago,Illinois,United States,North America,North America,TEC-MA-10018,Technology,Machines,Epson LabelWorks,1052.71,4,0.1,239.15,124.79,Low,2012,10,4,3,22.717557541963124,263.1775,Low (1-10%)
14714,CA-2017-116647,2012-10-16,2012-10-24,Standard Class,CG-11299,Ashley Davis,Consumer,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,559.63,1,0.4,-110.79,20.16,High,2012,10,4,8,-19.797008737916126,559.63,High (31-50%)
14715,CA-2019-128747,2012-10-16,2012-10-25,Standard Class,CG-10482,David Brown,Home Office,Brasília,Distrito Federal,Brazil,LATAM,LATAM,FUR-CH-10022,Furniture,Chairs,Bush Industries Chair,1371.17,2,0.4,-181.3,81.73,Medium,2012,10,4,9,-13.222284618245734,685.585,High (31-50%)
14716,CA-2016-114844,2012-10-16,2012-10-24,Standard Class,CG-11020,Amanda Anderson,Consumer,Guadalajara,Jalisco,Mexico,LATAM,LATAM,TEC-CO-10031,Technology,Computers,HP Pavilion 14,349.0,1,0.3,-39.91,30.9,Medium,2012,10,4,8,-11.435530085959885,349.0,Medium (11-30%)
14717,CA-2020-134093,2012-10-16,2012-10-25,Standard Class,CG-11379,John Jackson,Consumer,London,England,United Kingdom,Europe,Europe,FUR-BO-10080,Furniture,Bookcases,IKEA KALLAX,722.32,5,0.2,-11.34,76.28,Low,2012,10,4,9,-1.5699413002547347,144.464,Medium (11-30%)
14718,CA-2020-133195,2012-10-16,2012-10-18,Same Day,CG-10774,Daniel Garcia,Corporate,Guadalajara,Jalisco,Mexico,LATAM,LATAM,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,421.12,1,0.5,-94.84,11.91,Critical,2012,10,4,2,-22.520896656534955,421.12,High (31-50%)
14719,CA-2021-139161,2012-10-16,2012-10-25,Standard Class,CG-10541,Lauren Miller,Consumer,Bangalore,Karnataka,India,Asia Pacific,Asia Pacific,TEC-PH-10033,Technology,Phones,Motorola Moto G,1989.45,2,0.1,264.23,70.09,Low,2012,10,4,9,13.281560230214382,994.725,Low (1-10%)
14720,CA-2015-106000,2012-10-16,2012-10-24,Standard Class,CG-10673,Michael Robinson,Consumer,Guadalajara,Jalisco,Mexico,LATAM,LATAM,OFF-SU-10036,Office Supplies,Supplies,Staples #10,57.62,2,0.0,21.17,7.09,High,2012,10,4,8,36.740715029503654,28.81,No Discount
14721,CA-2019-126372,2012-10-16,2012-10-23,Standard Class,CG-11154,Rachel Johnson,Corporate,Monterrey,Nuevo León,Mexico,LATAM,LATAM,TEC-CO-10074,Technology,Computers,Dell Inspiron 15,2598.66,2,0.2,221.58,76.43,High,2012,10,4,7,8.526702223453627,1299.33,Medium (11-30%)
14722,CA-2015-106493,2012-10-16,2012-10-21,Second Class,CG-10157,Amanda Johnson,Corporate,New York City,New York,United States,North America,North America,OFF-PA-10017,Office Supplies,Paper,Xerox 4200,22.41,3,0.0,9.12,3.11,Medium,2012,10,4,5,40.696117804551534,7.47,No Discount
14723,CA-2019-126570,2012-10-16,2012-10-20,Second Class,CG-11528,Amanda Martinez,Corporate,Durban,KwaZulu-Natal,South Africa,Africa,Africa,OFF-SU-10028,Office Supplies,Supplies,Avery Optical Mouse Pad,37.26,4,0.1,14.68,5.07,Medium,2012,10,4,4,39.39881910896404,9.315,Low (1-10%)
14724,CA-2021-135489,2012-10-16,2012-10-21,Second Class,CG-10117,Kevin Clark,Consumer,Rio de Janeiro,Rio de Janeiro,Brazil,LATAM,LATAM,FUR-TA-10091,Furniture,Tables,Bevis 36W,9048.5,5,0.0,1190.55,494.15,High,2012,10,4,5,13.157429408189202,1809.7,No Discount
14725,CA-2015-108393,2012-10-16,2012-10-23,Standard Class,CG-11314,Nicole Johnson,Corporate,Dallas,Texas,United States,North America,North America,OFF-AR-10049,Office Supplies,Art,Sanford Uni-Ball,593.92,4,0.0,347.28,31.93,Medium,2012,10,4,7,58.472521551724135,148.48,No Discount
14726,CA-2015-105011,2012-10-16,2012-10-24,Standard Class,CG-10439,Daniel Davis,Corporate,Montreal,Quebec,Canada,North America,North America,TEC-AC-10046,Technology,Accessories,Plantronics Headset,169.39,1,0.2,38.74,4.89,High,2012,10,4,8,22.870299309286267,169.39,Medium (11-30%)
14727,CA-2019-126689,2012-10-16,2012-10-19,First Class,CG-11196,William Williams,Corporate,Hamburg,Hamburg,Germany,Europe,Europe,TEC-AC-10032,Technology,Accessories,Logitech Mouse,1435.35,5,0.0,419.14,135.71,Medium,2012,10,4,3,29.201240115651235,287.07,No Discount
14728,CA-2023-146623,2012-10-16,2012-10-18,First Class,CG-10196,Jane Garcia,Consumer,Montreal,Quebec,Canada,North America,North America,FUR-FU-10013,Furniture,Furnishings,Advantus Globe Weis,34.9,1,0.8,-17.59,0.59,High,2012,10,4,2,-50.40114613180516,34.9,Very High (>50%)
14729,CA-2022-142027,2012-10-16,2012-10-21,Second Class,CG-10475,Robert Jones,Corporate,Abuja,Abuja,Nigeria,Africa,Africa,OFF-LA-10090,Office Supplies,Labels,Avery Shipping,131.58,6,0.0,59.35,13.08,Low,2012,10,4,5,45.10563915488676,21.930000000000003,No Discount
14730,CA-2014-103140,2012-10-16,2012-10-25,Standard Class,CG-11235,Amanda Taylor,Consumer,Perth,Western Australia,Australia,Oceania,Oceania,OFF-PA-10017,Office Supplies,Paper,Xerox 4200,66.33,4,0.3,6.06,6.18,Medium,2012,10,4,9,9.13613749434645,16.5825,Medium (11-30%)
