order_id,order_date,year,month,quarter,region,segment,category,sub_category,sales,profit,quantity,discount,customer_id,customer_name,product_name,ship_mode,profit_margin
CA-2013-140501,2013-06-24,2013,6,2,East,Consumer,Office Supplies,Fasteners,4,1.4652,2,0.0,IM-150704,Irene Maddox,Translucent Push Pins by OIC,Standard Class,0.3663
CA-2013-140501,2013-06-24,2013,6,2,East,Consumer,Office Supplies,Labels,122,56.1752,4,0.0,IM-150704,Irene Maddox,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Standard Class,0.4604524590163934
CA-2013-140501,2013-06-24,2013,6,2,East,Consumer,Office Supplies,Labels,18,8.6715,5,0.0,IM-150704,Irene Maddox,Avery 52,Standard Class,0.48175
US-2013-126431,2013-07-02,2013,7,3,East,Home Office,Office Supplies,Labels,31,14.0438,1,0.0,SU-206654,Stephanie Ulpright,Avery 477,Same Day,0.4530258064516129
CA-2013-168543,2013-07-04,2013,7,3,East,Corporate,Office Supplies,Appliances,707,197.9208,7,0.0,DK-132254,Dean Katz,Avanti 1.7 Cu. Ft. Refrigerator,Standard Class,0.2799445544554456
CA-2013-137050,2013-07-15,2013,7,3,East,Corporate,Office Supplies,Fasteners,14,6.8943,7,0.0,SW-207554,Steven Ward,Ideal Clamps,Second Class,0.49245
CA-2013-116603,2013-07-18,2013,7,3,East,Consumer,Office Supplies,Appliances,46,13.788,2,0.0,AT-107354,Annie Thurman,Belkin F5C206VTEL 6 Outlet Surge,Standard Class,0.2997391304347826
CA-2013-136133,2013-08-19,2013,8,3,East,Corporate,Office Supplies,Appliances,355,99.4896,9,0.0,HW-149354,Helen Wasserman,Belkin 7 Outlet SurgeMaster II,Second Class,0.28025239436619714
CA-2013-158001,2013-08-24,2013,8,3,East,Corporate,Office Supplies,Appliances,1041,281.016,5,0.0,JP-154604,Jennifer Patt,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Standard Class,0.26994812680115277
CA-2013-151561,2013-09-02,2013,9,3,East,Consumer,Office Supplies,Supplies,11,3.285,3,0.0,PG-188204,Patrick Gardner,Acme Value Line Scissors,Standard Class,0.29863636363636364
CA-2013-123120,2013-09-05,2013,9,3,East,Consumer,Office Supplies,Supplies,23,6.5888,4,0.0,CV-122954,Christina VanderZanden,Acme Preferred Stainless Steel Scissors,Standard Class,0.2864695652173913
CA-2013-131499,2013-09-09,2013,9,3,East,Home Office,Office Supplies,Appliances,207,62.244,1,0.0,MG-178754,Michael Grace,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,First Class,0.30069565217391303
CA-2013-145611,2013-09-21,2013,9,3,East,Consumer,Office Supplies,Appliances,393,129.7725,5,0.0,HA-149054,Helen Abelman,Honeywell Quietcare HEPA Air Cleaner,Standard Class,0.33020992366412216
CA-2013-134376,2013-10-03,2013,10,4,East,Corporate,Office Supplies,Appliances,61,16.5888,3,0.0,TT-212654,Tim Taslimi,Kensington 6 Outlet Guardian Standard Surge Protector,Standard Class,0.2719475409836065
CA-2013-101161,2013-10-14,2013,10,4,East,Corporate,Office Supplies,Labels,25,11.454,5,0.0,BW-111104,Bart Watters,Avery White Multi-Purpose Labels,Standard Class,0.45816
CA-2013-116596,2013-10-28,2013,10,4,East,Consumer,Office Supplies,Fasteners,41,12.6077,7,0.0,BW-112004,Ben Wallace,"Advantus Push Pins, Aluminum Head",Standard Class,0.30750487804878046
US-2013-113677,2013-11-14,2013,11,4,East,Home Office,Office Supplies,Labels,15,6.8724,3,0.0,CM-126554,Corinna Mitchell,Avery 499,Standard Class,0.45816
CA-2013-146941,2013-12-11,2013,12,4,East,Consumer,Office Supplies,Envelopes,362,162.864,4,0.0,DL-133154,Delfina Latchford,Tyvek Side-Opening Peel & Seel Expanding Envelopes,First Class,0.4499005524861879
CA-2013-105816,2013-12-12,2013,12,4,East,Corporate,Office Supplies,Fasteners,15,6.2566,7,0.0,JM-152654,Janet Molinari,Advantus Push Pins,Standard Class,0.4171066666666666
CA-2013-169824,2013-12-13,2013,12,4,East,Corporate,Office Supplies,Supplies,36,9.9456,4,0.0,NS-186404,Noel Staavos,Fiskars Home & Office Scissors,Standard Class,0.27626666666666666
CA-2013-129126,2013-12-15,2013,12,4,East,Consumer,Office Supplies,Fasteners,21,10.5252,6,0.0,PK-190754,Pete Kriz,"OIC Colored Binder Clips, Assorted Sizes",Standard Class,0.5012
CA-2013-129126,2013-12-15,2013,12,4,East,Consumer,Office Supplies,Labels,6,2.8224,2,0.0,PK-190754,Pete Kriz,Avery 474,Standard Class,0.4704
US-2013-104794,2013-12-17,2013,12,4,East,Corporate,Office Supplies,Fasteners,4,1.8032,2,0.0,KD-164954,Keith Dawkins,Stockwell Gold Paper Clips,First Class,0.4508
CA-2014-131653,2014-01-30,2014,1,1,East,Consumer,Office Supplies,Labels,5,2.4012,2,0.0,RD-195854,Rob Dowd,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Standard Class,0.48023999999999994
US-2014-118535,2014-02-12,2014,2,1,East,Corporate,Office Supplies,Labels,21,9.936,2,0.0,DJ-135104,Don Jones,Avery 473,Standard Class,0.47314285714285714
CA-2014-110884,2014-03-08,2014,3,1,East,Consumer,Office Supplies,Labels,92,42.1314,3,0.0,SH-203954,Shahid Hopkins,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Standard Class,0.45794999999999997
CA-2014-140949,2014-03-18,2014,3,1,East,Consumer,Office Supplies,Labels,7,3.4357,1,0.0,DB-134054,Denny Blanton,Avery 486,Second Class,0.49081428571428576
CA-2014-140949,2014-03-18,2014,3,1,East,Consumer,Office Supplies,Labels,19,9.0,5,0.0,DB-134054,Denny Blanton,Avery 496,Second Class,0.47368421052631576
US-2014-104955,2014-03-20,2014,3,1,East,Home Office,Office Supplies,Labels,29,13.2986,7,0.0,CG-120404,Catherine Glotzbach,Avery 506,Standard Class,0.4585724137931035
CA-2014-136511,2014-03-24,2014,3,1,East,Corporate,Office Supplies,Supplies,348,17.379,3,0.0,MZ-175154,Mary Zewe,Premier Electric Letter Opener,Second Class,0.0499396551724138
CA-2014-166184,2014-03-25,2014,3,1,East,Corporate,Office Supplies,Envelopes,47,22.0947,3,0.0,HR-148304,Harold Ryan,"#10 White Business Envelopes,4 1/8 x 9 1/2",First Class,0.4701
CA-2014-144848,2014-04-05,2014,4,2,East,Home Office,Office Supplies,Supplies,240,7.2111,1,0.0,DS-130304,Darrin Sayre,Premier Automatic Letter Opener,First Class,0.03004625
CA-2014-109211,2014-04-05,2014,4,2,East,Home Office,Office Supplies,Envelopes,17,8.49,1,0.0,PS-190454,Penelope Sewall,Brown Kraft Recycled Envelopes,Standard Class,0.4994117647058824
CA-2014-135279,2014-04-10,2014,4,2,East,Home Office,Office Supplies,Labels,9,4.2336,3,0.0,BS-118004,Bryan Spruell,Avery File Folder Labels,First Class,0.4704
CA-2014-135279,2014-04-10,2014,4,2,East,Home Office,Office Supplies,Labels,10,4.8118,2,0.0,BS-118004,Bryan Spruell,Color-Coded Legal Exhibit Labels,First Class,0.48118
CA-2014-104010,2014-04-24,2014,4,2,East,Consumer,Office Supplies,Supplies,55,15.372,5,0.0,TD-209954,Tamara Dahlen,Fiskars Softgrip Scissors,First Class,0.27949090909090907
CA-2014-108553,2014-04-24,2014,4,2,East,Consumer,Office Supplies,Appliances,122,35.3626,2,0.0,SK-199904,Sally Knutson,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Standard Class,0.28985737704918035
CA-2014-108553,2014-04-24,2014,4,2,East,Consumer,Office Supplies,Supplies,123,36.813,7,0.0,SK-199904,Sally Knutson,"Acme 10"" Easy Grip Assistive Scissors",Standard Class,0.2992926829268293
CA-2014-151911,2014-05-01,2014,5,2,East,Corporate,Office Supplies,Envelopes,63,28.332,4,0.0,DL-134954,Dionis Lloyd,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Second Class,0.44971428571428573
CA-2014-167668,2014-05-07,2014,5,2,East,Consumer,Office Supplies,Labels,59,29.6,4,0.0,TC-212954,Toby Carlisle,Avery 505,First Class,0.5016949152542373
CA-2014-120138,2014-05-26,2014,5,2,East,Consumer,Office Supplies,Fasteners,3,1.4805,1,0.0,TB-216254,Trudy Brown,Acco Hot Clips Clips to Go,Same Day,0.4935
CA-2014-112172,2014-06-11,2014,6,2,East,Corporate,Office Supplies,Fasteners,14,0.7065,3,0.0,MM-182804,Muhammed MacIntyre,Plymouth Boxed Rubber Bands by Plymouth,Second Class,0.05046428571428572
CA-2014-107132,2014-06-27,2014,6,2,East,Corporate,Office Supplies,Supplies,28,8.236,5,0.0,SC-202604,Scott Cohen,Acme Preferred Stainless Steel Scissors,Standard Class,0.29414285714285715
CA-2014-164378,2014-07-16,2014,7,3,East,Consumer,Office Supplies,Labels,8,3.6018,3,0.0,MM-180554,Michelle Moray,Avery 509,Second Class,0.450225
US-2014-123204,2014-07-22,2014,7,3,East,Consumer,Office Supplies,Appliances,17,4.5448,4,0.0,CS-118604,Cari Schnelling,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Standard Class,0.26734117647058825
CA-2014-168172,2014-08-07,2014,8,3,East,Consumer,Office Supplies,Supplies,70,21.036,4,0.0,SH-203954,Shahid Hopkins,"Acme 10"" Easy Grip Assistive Scissors",Standard Class,0.30051428571428573
CA-2014-157987,2014-09-03,2014,9,3,East,Corporate,Office Supplies,Appliances,13,3.7642,1,0.0,AC-106154,Ann Chong,Fellowes Basic Home/Office Series Surge Protectors,Standard Class,0.28955384615384616
CA-2014-157987,2014-09-03,2014,9,3,East,Corporate,Office Supplies,Labels,19,9.072,6,0.0,AC-106154,Ann Chong,Avery 518,Standard Class,0.4774736842105263
CA-2014-100111,2014-09-21,2014,9,3,East,Consumer,Office Supplies,Fasteners,4,1.7876,2,0.0,SV-203654,Seth Vernon,Advantus Push Pins,Standard Class,0.4469
CA-2014-144904,2014-09-26,2014,9,3,East,Consumer,Office Supplies,Labels,21,9.936,2,0.0,KW-164354,Katrina Willman,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Standard Class,0.47314285714285714
CA-2014-116519,2014-10-14,2014,10,4,East,Consumer,Office Supplies,Appliances,905,253.372,5,0.0,CR-127304,Craig Reiter,Avanti 4.4 Cu. Ft. Refrigerator,First Class,0.27996906077348066
CA-2014-104822,2014-10-21,2014,10,4,East,Home Office,Office Supplies,Labels,25,12.0295,5,0.0,RB-194654,Rick Bensley,Avery 478,Same Day,0.48118
CA-2014-127180,2014-10-23,2014,10,4,East,Home Office,Office Supplies,Envelopes,64,28.755,5,0.0,TA-213854,Tom Ashbrook,Globe Weis Peel & Seel First Class Envelopes,First Class,0.449296875
CA-2014-118367,2014-10-29,2014,10,4,East,Corporate,Office Supplies,Envelopes,48,23.99,2,0.0,LO-171704,Lori Olson,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Second Class,0.49979166666666663
CA-2014-168858,2014-11-20,2014,11,4,East,Corporate,Office Supplies,Appliances,2505,626.185,7,0.0,JD-161504,Justin Deggeller,Hoover Shoulder Vac Commercial Portable Vacuum,Standard Class,0.24997405189620756
CA-2014-168858,2014-11-20,2014,11,4,East,Corporate,Office Supplies,Envelopes,17,8.37,3,0.0,JD-161504,Justin Deggeller,Staples,Standard Class,0.49235294117647055
CA-2014-168641,2014-11-25,2014,11,4,East,Consumer,Office Supplies,Envelopes,168,78.9412,2,0.0,KA-165254,Kelly Andreada,Ames Color-File Green Diamond Border X-ray Mailers,Standard Class,0.4698880952380952
CA-2014-155607,2014-11-27,2014,11,4,East,Home Office,Office Supplies,Appliances,59,14.6825,7,0.0,FG-142604,Frank Gastineau,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Standard Class,0.2488559322033898
CA-2014-123372,2014-11-29,2014,11,4,East,Corporate,Office Supplies,Envelopes,80,35.982,2,0.0,DG-133004,Deirdre Greer,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Standard Class,0.449775
CA-2014-148691,2014-12-04,2014,12,4,East,Consumer,Office Supplies,Labels,3,1.512,1,0.0,CS-124604,Chuck Sachs,Avery 520,Standard Class,0.504
CA-2014-117128,2014-12-06,2014,12,4,East,Consumer,Office Supplies,Labels,11,5.2029,3,0.0,BF-110804,Bart Folk,Avery 52,Second Class,0.4729909090909091
US-2014-126053,2014-12-06,2014,12,4,East,Consumer,Office Supplies,Labels,9,4.536,3,0.0,CS-119504,Carlos Soltero,Self-Adhesive Removable Labels,First Class,0.504
CA-2014-105235,2014-12-06,2014,12,4,East,Corporate,Office Supplies,Appliances,255,68.823,5,0.0,SM-209504,Suzanne McNair,Eureka The Boss Cordless Rechargeable Stick Vac,Standard Class,0.2698941176470588
CA-2014-115602,2014-12-19,2014,12,4,East,Consumer,Office Supplies,Appliances,1705,511.368,13,0.0,DJ-136304,Doug Jacobs,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Standard Class,0.2999225806451613
CA-2014-117933,2014-12-25,2014,12,4,East,Consumer,Office Supplies,Appliances,36,9.6957,3,0.0,RF-198404,Roy Franz̦sisch,Staples,Standard Class,0.26932500000000004
CA-2014-164826,2014-12-29,2014,12,4,East,Consumer,Office Supplies,Fasteners,14,6.4216,4,0.0,JF-154154,Jennifer Ferguson,OIC Bulk Pack Metal Binder Clips,Standard Class,0.45868571428571425
CA-2014-164826,2014-12-29,2014,12,4,East,Consumer,Office Supplies,Labels,72,34.776,7,0.0,JF-154154,Jennifer Ferguson,Avery 473,Standard Class,0.48300000000000004
US-2014-102638,2014-12-30,2014,12,4,East,Consumer,Office Supplies,Fasteners,6,2.9547,3,0.0,MC-178454,Michael Chen,Ideal Clamps,First Class,0.49245
US-2011-105151,2011-03-30,2011,3,1,East,Corporate,Office Supplies,Art,11,2.94,5,0.0,SG-208904,Susan Gilcrest,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",First Class,0.2672727272727273
US-2011-121566,2011-06-30,2011,6,2,East,Consumer,Office Supplies,Art,7,2.904,3,0.0,CS-118604,Cari Schnelling,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Standard Class,0.41485714285714287
CA-2011-109904,2011-07-14,2011,7,3,East,Corporate,Office Supplies,Art,18,4.485,3,0.0,BF-109754,Barbara Fisher,Newell 315,Second Class,0.24916666666666668
CA-2011-127691,2011-07-22,2011,7,3,East,Consumer,Office Supplies,Art,6,1.6688,2,0.0,EM-140654,Erin Mull,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Standard Class,0.27813333333333334
CA-2011-110065,2011-08-05,2011,8,3,East,Corporate,Office Supplies,Art,16,7.0224,7,0.0,SP-206504,Stephanie Phelps,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Standard Class,0.4389
US-2011-138828,2011-09-02,2011,9,3,East,Consumer,Office Supplies,Art,58,16.17,5,0.0,KD-163454,Katherine Ducich,Newell 324,First Class,0.2787931034482759
CA-2011-127936,2011-09-02,2011,9,3,East,Consumer,Office Supplies,Art,21,8.0712,3,0.0,CL-125654,Clay Ludtke,SANFORD Major Accent Highlighters,First Class,0.3843428571428571
CA-2011-146815,2011-09-08,2011,9,3,East,Home Office,Office Supplies,Art,4,1.6896,2,0.0,PP-189554,Paul Prost,Nontoxic Chalk,Standard Class,0.4224
CA-2011-145212,2011-09-13,2011,9,3,East,Consumer,Office Supplies,Art,5,1.4742,3,0.0,DC-128504,Dan Campbell,Newell 322,Standard Class,0.29484
CA-2011-124513,2011-09-21,2011,9,3,East,Home Office,Office Supplies,Art,66,17.1678,3,0.0,SL-201554,Sara Luxemburg,Boston 16801 Nautilus Battery Pencil Sharpener,Standard Class,0.2601181818181818
CA-2011-156160,2011-09-22,2011,9,3,East,Consumer,Office Supplies,Art,13,5.7376,4,0.0,AS-100904,Adam Shillingsburg,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Standard Class,0.4413538461538461
CA-2012-108588,2012-01-05,2012,1,1,East,Corporate,Office Supplies,Art,60,15.4752,3,0.0,BG-116954,Brooke Gillingham,Newell 34,Standard Class,0.25792
US-2012-150231,2012-03-16,2012,3,1,East,Home Office,Office Supplies,Art,18,6.3072,3,0.0,JK-156404,Jim Kriz,Avery Hi-Liter Smear-Safe Highlighters,Second Class,0.3504
CA-2012-110667,2012-04-04,2012,4,2,East,Home Office,Office Supplies,Art,11,4.3524,2,0.0,NF-185954,Nicole Fjeld,DIXON Ticonderoga Erasable Checking Pencils,Standard Class,0.3956727272727273
CA-2012-148712,2012-04-17,2012,4,2,East,Consumer,Office Supplies,Art,11,2.7846,3,0.0,JM-155354,Jessica Myrick,Barrel Sharpener,Standard Class,0.25314545454545456
CA-2012-118227,2012-04-24,2012,4,2,East,Home Office,Office Supplies,Art,26,7.5371,1,0.0,DB-132704,Deborah Brumfield,"BOSTON Ranger #55 Pencil Sharpener, Black",Standard Class,0.28988846153846154
CA-2012-124268,2012-07-04,2012,7,3,East,Home Office,Office Supplies,Art,15,4.4892,3,0.0,AD-101804,Alan Dominguez,Colorific Watercolor Pencils,Standard Class,0.29928000000000005
CA-2012-159590,2012-07-18,2012,7,3,East,Corporate,Office Supplies,Art,6,1.6128,2,0.0,KC-162554,Karen Carlisle,Newell 32,First Class,0.2688
US-2012-156797,2012-08-11,2012,8,3,East,Home Office,Office Supplies,Art,12,3.1096,2,0.0,PO-191804,Philisse Overcash,Newell 330,Standard Class,0.2591333333333333
CA-2012-129854,2012-08-22,2012,8,3,East,Home Office,Office Supplies,Art,17,7.5992,4,0.0,RB-197054,Roger Barcio,Newell Chalk Holder,Standard Class,0.44701176470588233
CA-2012-136658,2012-09-10,2012,9,3,East,Consumer,Office Supplies,Art,6,2.0672,2,0.0,BO-114254,Bobby Odegard,Manco Dry-Lighter Erasable Highlighter,Standard Class,0.34453333333333336
CA-2012-102281,2012-10-12,2012,10,4,East,Home Office,Office Supplies,Art,20,6.567,5,0.0,MP-174704,Mark Packer,4009 Highlighters by Sanford,First Class,0.32835000000000003
CA-2012-138954,2012-11-15,2012,11,4,East,Corporate,Office Supplies,Art,119,35.712,6,0.0,MH-177854,Maya Herman,Newell 319,First Class,0.3001008403361345
CA-2012-100454,2012-11-20,2012,11,4,East,Corporate,Office Supplies,Art,60,16.3215,3,0.0,BM-116504,Brian Moss,Boston 19500 Mighty Mite Electric Pencil Sharpener,Standard Class,0.272025
CA-2012-100454,2012-11-20,2012,11,4,East,Corporate,Office Supplies,Art,12,3.3408,4,0.0,BM-116504,Brian Moss,Newell 335,Standard Class,0.27840000000000004
CA-2012-163762,2012-11-27,2012,11,4,East,Consumer,Office Supplies,Art,30,12.5118,3,0.0,JE-154754,Jeremy Ellison,Peel-Off China Markers,Standard Class,0.41706
CA-2012-137225,2012-12-15,2012,12,4,East,Home Office,Office Supplies,Art,3,1.4104,1,0.0,JK-156404,Jim Kriz,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Standard Class,0.47013333333333335
CA-2013-120082,2013-03-26,2013,3,1,East,Corporate,Office Supplies,Art,60,17.856,3,0.0,DK-128354,Damala Kotsonis,Newell 319,Second Class,0.29760000000000003
CA-2013-149902,2013-04-02,2013,4,2,East,Consumer,Office Supplies,Art,88,22.8904,4,0.0,DW-135404,Don Weiss,Boston 16801 Nautilus Battery Pencil Sharpener,Standard Class,0.2601181818181818
CA-2013-132899,2013-04-08,2013,4,2,East,Consumer,Office Supplies,Art,4,0.9828,2,0.0,SF-202004,Sarah Foster,Newell 322,Standard Class,0.2457
CA-2013-138520,2013-04-09,2013,4,2,East,Consumer,Office Supplies,Art,17,6.9864,4,0.0,JL-155054,Jeremy Lonsdale,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Standard Class,0.4109647058823529
CA-2013-144785,2013-04-19,2013,4,2,East,Corporate,Office Supplies,Art,7,2.0271,3,0.0,CS-124904,Cindy Schnelling,American Pencil,Standard Class,0.2895857142857143
CA-2013-109666,2013-04-20,2013,4,2,East,Consumer,Office Supplies,Art,3,1.476,2,0.0,KM-167204,Kunst Miller,BIC Brite Liner Grip Highlighters,Standard Class,0.492
CA-2013-109666,2013-04-20,2013,4,2,East,Consumer,Office Supplies,Art,72,17.99,2,0.0,KM-167204,Kunst Miller,Panasonic KP-380BK Classic Electric Pencil Sharpener,Standard Class,0.2498611111111111
CA-2013-161158,2013-05-10,2013,5,2,East,Home Office,Office Supplies,Art,8,3.44,5,0.0,PS-189704,Paul Stevenson,Sanford Pocket Accent Highlighters,Standard Class,0.43
CA-2013-100790,2013-06-27,2013,6,2,East,Corporate,Office Supplies,Art,15,6.615,5,0.0,JG-158054,John Grady,Prang Colored Pencils,Standard Class,0.441
CA-2013-137050,2013-07-15,2013,7,3,East,Corporate,Office Supplies,Art,42,10.465,7,0.0,SW-207554,Steven Ward,Newell 315,Second Class,0.24916666666666668
CA-2013-105263,2013-08-07,2013,8,3,East,Consumer,Office Supplies,Art,38,15.7194,9,0.0,LM-170654,Liz MacKendrick,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Standard Class,0.4136684210526316
CA-2013-158001,2013-08-24,2013,8,3,East,Corporate,Office Supplies,Art,21,8.733,5,0.0,JP-154604,Jennifer Patt,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Standard Class,0.41585714285714287
CA-2013-158001,2013-08-24,2013,8,3,East,Corporate,Office Supplies,Art,29,7.9218,6,0.0,JP-154604,Jennifer Patt,Newell 331,Standard Class,0.27316551724137933
CA-2013-130407,2013-09-03,2013,9,3,East,Consumer,Office Supplies,Art,75,19.6248,2,0.0,KD-162704,Karen Daniels,Panasonic KP-150 Electric Pencil Sharpener,Standard Class,0.261664
CA-2013-101161,2013-10-14,2013,10,4,East,Corporate,Office Supplies,Art,35,12.492,5,0.0,BW-111104,Bart Watters,BIC Liqua Brite Liner,Standard Class,0.35691428571428574
CA-2013-125815,2013-10-29,2013,10,4,East,Consumer,Office Supplies,Art,12,5.2164,3,0.0,DL-133304,Denise Leinenbach,BIC Brite Liner Highlighters,Second Class,0.43470000000000003
CA-2013-153836,2013-10-31,2013,10,4,East,Corporate,Office Supplies,Art,115,32.186,5,0.0,EH-137654,Edward Hooks,Boston KS Multi-Size Manual Pencil Sharpener,Standard Class,0.27987826086956524
CA-2013-145548,2013-11-12,2013,11,4,East,Corporate,Office Supplies,Art,93,25.0938,3,0.0,EB-137504,Edward Becker,"Boston School Pro Electric Pencil Sharpener, 1670",Standard Class,0.2698258064516129
CA-2013-101336,2013-11-14,2013,11,4,East,Corporate,Office Supplies,Art,141,39.41,5,0.0,CK-127604,Cyma Kinney,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Standard Class,0.27950354609929073
CA-2013-166618,2013-11-15,2013,11,4,East,Consumer,Office Supplies,Art,24,6.149,1,0.0,DP-130004,Darren Powers,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Standard Class,0.2562083333333333
CA-2013-154711,2013-11-23,2013,11,4,East,Corporate,Office Supplies,Art,21,7.4952,3,0.0,TB-213554,Todd Boyes,BIC Liqua Brite Liner,Standard Class,0.3569142857142857
CA-2013-169824,2013-12-13,2013,12,4,East,Corporate,Office Supplies,Art,11,4.816,7,0.0,NS-186404,Noel Staavos,Sanford Pocket Accent Highlighters,Standard Class,0.43781818181818183
CA-2013-141523,2013-12-20,2013,12,4,East,Corporate,Office Supplies,Art,4,1.0208,2,0.0,MH-174404,Mark Haberlin,Newell 326,Second Class,0.2552
CA-2014-140949,2014-03-18,2014,3,1,East,Consumer,Office Supplies,Art,59,22.458,6,0.0,DB-134054,Denny Blanton,Lumber Crayons,Second Class,0.38064406779661014
CA-2014-105193,2014-03-26,2014,3,1,East,Consumer,Office Supplies,Art,11,2.9835,5,0.0,JL-158354,John Lee,Newell 311,Standard Class,0.2712272727272727
CA-2014-140536,2014-04-05,2014,4,2,East,Home Office,Office Supplies,Art,7,2.0416,4,0.0,TA-213854,Tom Ashbrook,Newell 326,First Class,0.29165714285714284
CA-2014-135279,2014-04-10,2014,4,2,East,Home Office,Office Supplies,Art,36,9.7119,3,0.0,BS-118004,Bryan Spruell,Bulldog Vacuum Base Pencil Sharpener,First Class,0.269775
CA-2014-115322,2014-05-12,2014,5,2,East,Consumer,Office Supplies,Art,44,12.7368,3,0.0,ZC-219104,Zuschuss Carroll,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Second Class,0.28947272727272727
CA-2014-167080,2014-06-11,2014,6,2,East,Corporate,Office Supplies,Art,8,4.2,5,0.0,LC-169304,Linda Cazamias,Prang Dustless Chalk Sticks,Standard Class,0.525
CA-2014-108441,2014-06-13,2014,6,2,East,Consumer,Office Supplies,Art,64,16.6764,3,0.0,SB-201704,Sarah Bern,Boston 1730 StandUp Electric Pencil Sharpener,Standard Class,0.26056875
CA-2014-164378,2014-07-16,2014,7,3,East,Consumer,Office Supplies,Art,7,1.9024,2,0.0,MM-180554,Michelle Moray,Newell 349,Second Class,0.2717714285714286
CA-2014-157987,2014-09-03,2014,9,3,East,Corporate,Office Supplies,Art,5,2.214,3,0.0,AC-106154,Ann Chong,BIC Brite Liner Grip Highlighters,Standard Class,0.44279999999999997
CA-2014-157987,2014-09-03,2014,9,3,East,Corporate,Office Supplies,Art,23,6.468,2,0.0,AC-106154,Ann Chong,Newell 324,Standard Class,0.2812173913043478
CA-2014-161067,2014-09-04,2014,9,3,East,Home Office,Office Supplies,Art,6,2.224,2,0.0,KB-164054,Katrina Bavinger,Prang Drawing Pencil Set,Second Class,0.3706666666666667
CA-2014-152975,2014-09-15,2014,9,3,East,Home Office,Office Supplies,Art,30,8.6855,5,0.0,RB-197054,Roger Barcio,Bulldog Table or Wall-Mount Pencil Sharpener,First Class,0.28951666666666664
CA-2014-144904,2014-09-26,2014,9,3,East,Consumer,Office Supplies,Art,6,1.4456,2,0.0,KW-164354,Katrina Willman,Newell 333,Standard Class,0.24093333333333333
CA-2014-143035,2014-10-04,2014,10,4,East,Home Office,Office Supplies,Art,7,3.1161,3,0.0,CC-124304,Chuck Clark,"Quartet Alpha White Chalk, 12/Pack",Second Class,0.44515714285714286
CA-2014-143658,2014-11-09,2014,11,4,East,Home Office,Office Supplies,Art,110,32.97,5,0.0,SR-204254,Sharelle Roach,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Second Class,0.29972727272727273
CA-2014-111556,2014-11-21,2014,11,4,East,Consumer,Office Supplies,Art,69,19.3116,3,0.0,CD-119204,Carlos Daly,Boston KS Multi-Size Manual Pencil Sharpener,First Class,0.2798782608695652
CA-2014-168641,2014-11-25,2014,11,4,East,Consumer,Office Supplies,Art,16,7.371,9,0.0,KA-165254,Kelly Andreada,"Crayola Anti Dust Chalk, 12/Pack",Standard Class,0.4606875
CA-2014-103352,2014-11-28,2014,11,4,East,Consumer,Office Supplies,Art,7,2.0271,3,0.0,RP-193904,Resi P̦lking,American Pencil,Second Class,0.2895857142857143
CA-2014-115602,2014-12-19,2014,12,4,East,Consumer,Office Supplies,Art,3,1.376,2,0.0,DJ-136304,Doug Jacobs,Sanford Pocket Accent Highlighters,Standard Class,0.4586666666666666
CA-2014-115602,2014-12-19,2014,12,4,East,Consumer,Office Supplies,Art,39,17.469,6,0.0,DJ-136304,Doug Jacobs,Staples,Standard Class,0.447923076923077
US-2011-169390,2011-02-08,2011,2,1,East,Corporate,Office Supplies,Storage,65,9.744,4,0.0,CS-122504,Chris Selesnick,Acco Perma 4000 Stacking Storage Drawers,Second Class,0.1499076923076923
CA-2011-125612,2011-08-03,2011,8,3,East,Consumer,Office Supplies,Storage,21,5.7672,2,0.0,BK-112604,Berenike Kampe,Staples,Standard Class,0.27462857142857144
