Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
5116,CA-2018-121109,2012-01-19,2012-01-28,Standard Class,CG-10350,Daniel Jones,Corporate,Chicago,Illinois,United States,North America,North America,OFF-SU-10028,Office Supplies,Supplies,Avery Optical Mouse Pad,362.04,6,0.0,173.03,22.5,High
5117,CA-2023-148315,2012-01-19,2012-01-23,Second Class,CG-11266,David Harris,Corporate,Osaka,Osaka,Japan,Asia Pacific,Asia Pacific,OFF-AR-10037,Office Supplies,Art,Quartet Melamine,80.11,1,0.3,10.91,10.73,Low
5118,CA-2020-133934,2012-01-19,2012-01-26,Standard Class,CG-10592,Nicole Taylor,Consumer,Chicago,Illinois,United States,North America,North America,TEC-CO-10006,Technology,Computers,Asus VivoBook,402.28,1,0.6,-139.28,15.54,High
5119,CA-2015-109015,2012-01-19,2012-01-23,Second Class,CG-10840,David Lewis,Consumer,Chicago,Illinois,United States,North America,North America,FUR-CH-10077,Furniture,Chairs,HON Ignition,350.08,1,0.0,89.54,28.52,High
5120,CA-2017-118081,2012-01-19,2012-01-28,Standard Class,CG-11055,William Smith,Home Office,Istanbul,Istanbul,Turkey,EMEA,EMEA,FUR-CH-10048,Furniture,Chairs,Herman Miller Aeron,344.42,1,0.7,-190.25,47.48,High
5121,CA-2018-121446,2012-01-19,2012-01-21,First Class,CG-10463,Thomas Walker,Corporate,Philadelphia,Pennsylvania,United States,North America,North America,OFF-SU-10053,Office Supplies,Supplies,Memorex Floppy,75.55,5,0.0,26.33,5.7,High
5122,CA-2017-116196,2012-01-19,2012-01-27,Standard Class,CG-10450,Ashley Jackson,Consumer,Abuja,Abuja,Nigeria,Africa,Africa,OFF-ST-10039,Office Supplies,Storage,Cardinal Recycled,321.88,2,0.1,102.1,11.4,High
5123,CA-2019-126115,2012-01-19,2012-01-25,Second Class,CG-10118,Jessica Thomas,Consumer,Cape Town,Western Cape,South Africa,Africa,Africa,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,1542.23,2,0.4,-400.22,102.25,Low
5124,CA-2017-115339,2012-01-19,2012-01-23,Second Class,CG-10732,Jessica Johnson,Corporate,Perth,Western Australia,Australia,Oceania,Oceania,TEC-AC-10062,Technology,Accessories,Belkin Surge Protector,519.4,7,0.6,-144.73,3.99,Low
5125,CA-2015-109361,2012-01-19,2012-01-22,First Class,CG-10636,John Smith,Consumer,Los Angeles,California,United States,North America,North America,TEC-PH-10033,Technology,Phones,Motorola Moto G,399.82,1,0.6,-145.39,31.31,High
5126,CA-2023-145653,2012-01-19,2012-01-28,Standard Class,CG-11469,Megan Taylor,Consumer,Los Angeles,California,United States,North America,North America,OFF-LA-10079,Office Supplies,Labels,3M Post-it,38.04,3,0.1,12.43,5.32,Medium
5127,CA-2021-135844,2012-01-19,2012-01-26,Standard Class,CG-11138,John Jackson,Corporate,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,OFF-PA-10043,Office Supplies,Paper,HP Bright White,8.11,1,0.0,3.25,0.77,Medium
5128,CA-2014-104031,2012-01-19,2012-01-23,Second Class,CG-11487,David Wilson,Consumer,Beijing,Beijing,China,Asia Pacific,Asia Pacific,TEC-AC-10044,Technology,Accessories,Samsung Monitor,922.98,4,0.2,145.96,14.16,Medium
5129,CA-2017-117210,2012-01-19,2012-01-26,Standard Class,CG-11162,Emily White,Home Office,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,FUR-CH-10020,Furniture,Chairs,Office Star,250.36,7,0.8,-158.14,10.96,Medium
5130,CA-2022-141833,2012-01-19,2012-01-27,Standard Class,CG-10806,Chris Johnson,Consumer,Los Angeles,California,United States,North America,North America,TEC-CO-10076,Technology,Copiers,Sharp MX,4496.2,2,0.4,-349.0,482.27,Low
5131,CA-2016-110439,2012-01-19,2012-01-26,Standard Class,CG-10568,Amanda White,Consumer,London,England,United Kingdom,Europe,Europe,TEC-CO-10006,Technology,Computers,Asus VivoBook,4062.96,4,0.0,1183.63,234.79,Critical
5132,CA-2017-119821,2012-01-19,2012-01-28,Standard Class,CG-10231,Thomas Anderson,Corporate,Osaka,Osaka,Japan,Asia Pacific,Asia Pacific,OFF-FA-10073,Office Supplies,Fasteners,Acco Smooth Finish,41.13,1,0.1,20.42,5.75,Low
5133,CA-2017-117208,2012-01-19,2012-01-28,Standard Class,CG-11112,Thomas Clark,Home Office,Izmir,Izmir,Turkey,EMEA,EMEA,OFF-AR-10049,Office Supplies,Art,Sanford Uni-Ball,247.02,2,0.0,108.26,31.62,Critical
5134,CA-2023-145847,2012-01-19,2012-01-23,First Class,CG-10390,Lauren Robinson,Consumer,Toronto,Ontario,Canada,North America,North America,OFF-SU-10053,Office Supplies,Supplies,Memorex Floppy,62.7,1,0.1,31.6,2.59,Medium
5135,CA-2022-142442,2012-01-19,2012-01-26,Standard Class,CG-10447,Ashley Anderson,Consumer,São Paulo,São Paulo,Brazil,LATAM,LATAM,OFF-ST-10047,Office Supplies,Storage,Rogers File Boxes,27.74,1,0.0,12.42,1.37,Critical
5136,CA-2014-101510,2012-01-20,2012-01-22,First Class,CG-10178,David Garcia,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,OFF-AP-10005,Office Supplies,Appliances,Avery Thermal Print,523.28,2,0.0,207.03,73.82,Low
5137,CA-2019-129967,2012-01-20,2012-01-24,First Class,CG-11091,Jane Johnson,Consumer,Brasília,Distrito Federal,Brazil,LATAM,LATAM,TEC-AC-10044,Technology,Accessories,Samsung Monitor,27.53,1,0.2,5.57,2.88,Medium
5138,CA-2021-139300,2012-01-20,2012-01-28,Standard Class,CG-10470,John Williams,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,FUR-TA-10014,Furniture,Tables,Lifetime Folding Table,63.58,1,0.6,-29.15,6.89,Medium
5139,CA-2017-115830,2012-01-20,2012-01-29,Standard Class,CG-10699,William Martinez,Consumer,New Delhi,Delhi,India,Asia Pacific,Asia Pacific,OFF-ST-10039,Office Supplies,Storage,Cardinal Recycled,370.93,7,0.0,116.84,28.97,High
5140,CA-2015-108385,2012-01-20,2012-01-27,Standard Class,CG-10547,Rachel Wilson,Home Office,Seattle,Washington,United States,North America,North America,TEC-CO-10074,Technology,Computers,Dell Inspiron 15,263.18,1,0.8,-138.49,15.8,Low
5141,CA-2019-126364,2012-01-20,2012-01-28,Standard Class,CG-11375,William Jones,Home Office,Atlanta,Georgia,United States,North America,North America,OFF-SU-10053,Office Supplies,Supplies,Memorex Floppy,45.25,5,0.0,19.71,3.47,High
5142,CA-2018-124849,2012-01-20,2012-01-25,Second Class,CG-10004,Daniel Davis,Consumer,Munich,Bavaria,Germany,Europe,Europe,OFF-AP-10005,Office Supplies,Appliances,Avery Thermal Print,383.13,2,0.1,97.6,44.77,Critical
5143,CA-2014-102035,2012-01-20,2012-01-29,Standard Class,CG-10222,Megan Jackson,Corporate,New York City,New York,United States,North America,North America,TEC-MA-10018,Technology,Machines,Epson LabelWorks,110.57,1,0.4,-17.92,7.22,High
5144,CA-2019-126968,2012-01-20,2012-01-26,Second Class,CG-10392,Thomas White,Consumer,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,FUR-BO-10052,Furniture,Bookcases,O'Sullivan Lateral,402.96,4,0.0,68.18,52.25,Medium
5145,CA-2019-127177,2012-01-20,2012-01-26,Second Class,CG-10378,Amanda Garcia,Consumer,Berlin,Berlin,Germany,Europe,Europe,FUR-CH-10004,Furniture,Chairs,Flash Furniture,2867.54,2,0.0,130.53,241.94,Low
5146,CA-2023-149956,2012-01-20,2012-01-24,Second Class,CG-10817,Megan Walker,Consumer,Beijing,Beijing,China,Asia Pacific,Asia Pacific,TEC-MA-10083,Technology,Machines,Brother Fax,1322.99,2,0.4,-158.64,71.22,Medium
5147,CA-2019-129123,2012-01-20,2012-01-23,First Class,CG-11187,Emily Martinez,Consumer,Riyadh,Riyadh,Saudi Arabia,EMEA,EMEA,TEC-AC-10046,Technology,Accessories,Plantronics Headset,360.96,5,0.2,66.51,34.37,Critical
5148,CA-2023-146907,2012-01-20,2012-01-23,First Class,CG-10171,Sarah Johnson,Consumer,Bangalore,Karnataka,India,Asia Pacific,Asia Pacific,FUR-CH-10077,Furniture,Chairs,HON Ignition,841.01,7,0.7,-444.53,107.2,Medium
5149,CA-2019-125783,2012-01-20,2012-01-23,First Class,CG-10960,Robert Miller,Consumer,New York City,New York,United States,North America,North America,FUR-CH-10004,Furniture,Chairs,Flash Furniture,1336.92,1,0.1,152.84,185.94,Medium
5150,CA-2018-122427,2012-01-20,2012-01-29,Standard Class,CG-10988,John Taylor,Corporate,Chennai,Tamil Nadu,India,Asia Pacific,Asia Pacific,OFF-BI-10025,Office Supplies,Binders,Acco Brands,427.24,2,0.0,133.31,27.23,Low
5151,CA-2023-146132,2012-01-20,2012-01-22,Same Day,CG-10726,Daniel Walker,Home Office,Atlanta,Georgia,United States,North America,North America,TEC-PH-10033,Technology,Phones,Motorola Moto G,392.68,1,0.5,-120.31,32.76,Medium
5152,CA-2022-140630,2012-01-20,2012-01-22,First Class,CG-10165,Amanda Harris,Consumer,Birmingham,England,United Kingdom,Europe,Europe,OFF-AP-10035,Office Supplies,Appliances,Acco Thermal Laminator,372.13,1,0.1,46.05,42.65,High
5153,CA-2024-150993,2012-01-20,2012-01-27,Standard Class,CG-10038,Robert Jackson,Corporate,Montreal,Quebec,Canada,North America,North America,FUR-CH-10004,Furniture,Chairs,Flash Furniture,3483.6,5,0.5,-1041.21,58.17,Medium
5154,CA-2019-125130,2012-01-21,2012-01-28,Standard Class,CG-10447,Ashley Anderson,Corporate,Philadelphia,Pennsylvania,United States,North America,North America,FUR-BO-10080,Furniture,Bookcases,IKEA KALLAX,150.37,1,0.0,29.17,1.6,Low
5155,CA-2023-147653,2012-01-21,2012-01-25,Second Class,CG-10854,Daniel Brown,Consumer,Los Angeles,California,United States,North America,North America,FUR-TA-10057,Furniture,Tables,Chromcraft Bull-Nose,5823.84,5,0.4,-2021.54,232.58,High
5156,CA-2014-103120,2012-01-21,2012-01-25,Second Class,CG-10925,Ashley Jones,Corporate,Atlanta,Georgia,United States,North America,North America,OFF-ST-10069,Office Supplies,Storage,Avery Recycled,275.52,2,0.3,35.12,10.59,Medium
5157,CA-2014-102121,2012-01-21,2012-01-30,Standard Class,CG-10604,William White,Consumer,London,England,United Kingdom,Europe,Europe,OFF-AP-10055,Office Supplies,Appliances,Quartet Overhead,241.46,1,0.1,58.01,17.92,Medium
5158,CA-2015-106331,2012-01-21,2012-01-30,Standard Class,CG-11386,Sarah White,Corporate,Munich,Bavaria,Germany,Europe,Europe,FUR-FU-10059,Furniture,Furnishings,Rubbermaid Durable,23.27,1,0.0,5.19,2.14,Critical
5159,CA-2017-116561,2012-01-21,2012-01-28,Standard Class,CG-10791,Lauren Brown,Home Office,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,FUR-CH-10048,Furniture,Chairs,Herman Miller Aeron,101.3,1,0.4,-24.54,8.83,Medium
5160,CA-2020-134610,2012-01-21,2012-01-30,Standard Class,CG-11528,Amanda Martinez,Consumer,Dallas,Texas,United States,North America,North America,TEC-MA-10018,Technology,Machines,Epson LabelWorks,1640.6,3,0.1,276.86,181.87,Medium
5161,CA-2024-150057,2012-01-21,2012-01-25,Second Class,CG-10645,James Garcia,Consumer,Guadalajara,Jalisco,Mexico,LATAM,LATAM,TEC-AC-10032,Technology,Accessories,Logitech Mouse,328.99,2,0.1,127.59,16.08,High
5162,CA-2014-102663,2012-01-21,2012-01-30,Standard Class,CG-10843,Nicole Anderson,Corporate,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,OFF-EN-10075,Office Supplies,Envelopes,Universal Business,37.21,1,0.0,10.61,2.66,Medium
5163,CA-2023-146400,2012-01-21,2012-01-29,Standard Class,CG-11140,Sarah Garcia,Corporate,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,OFF-PA-10043,Office Supplies,Paper,HP Bright White,606.69,7,0.0,230.18,67.71,Medium
5164,CA-2016-112469,2012-01-21,2012-01-29,Standard Class,CG-11141,Nicole Jones,Consumer,Durban,KwaZulu-Natal,South Africa,Africa,Africa,TEC-AC-10044,Technology,Accessories,Samsung Monitor,236.91,5,0.7,-64.38,22.56,Low
5165,CA-2019-128735,2012-01-21,2012-01-26,Second Class,CG-10168,Jane Clark,Corporate,Chicago,Illinois,United States,North America,North America,FUR-CH-10022,Furniture,Chairs,Bush Industries Chair,587.7,1,0.2,88.73,39.05,Medium
5166,CA-2018-123908,2012-01-21,2012-01-29,Standard Class,CG-10208,Nicole Miller,Corporate,Toronto,Ontario,Canada,North America,North America,FUR-TA-10051,Furniture,Tables,Bretford Rectangular,1407.03,2,0.5,-601.51,10.4,High
5167,CA-2021-135615,2012-01-21,2012-01-25,First Class,CG-11440,Ashley Harris,Corporate,Lagos,Lagos,Nigeria,Africa,Africa,FUR-CH-10004,Furniture,Chairs,Flash Furniture,3937.54,4,0.1,658.51,201.8,Medium
5168,CA-2017-115697,2012-01-21,2012-01-28,Standard Class,CG-10626,Jessica Lewis,Home Office,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,FUR-CH-10077,Furniture,Chairs,HON Ignition,761.07,1,0.2,-27.49,78.63,High
5169,CA-2019-126013,2012-01-21,2012-01-30,Standard Class,CG-10595,Nicole Clark,Corporate,New York City,New York,United States,North America,North America,OFF-EN-10082,Office Supplies,Envelopes,Smead Poly,136.52,4,0.0,46.88,2.18,Medium
5170,CA-2020-134930,2012-01-21,2012-01-30,Standard Class,CG-10247,Ashley Clark,Consumer,Kano,Kano,Nigeria,Africa,Africa,TEC-MA-10083,Technology,Machines,Brother Fax,2618.39,4,0.1,533.85,84.32,Medium
5171,CA-2023-149071,2012-01-21,2012-01-30,Standard Class,CG-10771,Megan Smith,Consumer,Abuja,Abuja,Nigeria,Africa,Africa,OFF-ST-10072,Office Supplies,Storage,Globe-Weis Catalog,103.1,1,0.0,37.31,14.62,Medium
5172,CA-2021-136152,2012-01-21,2012-01-30,Standard Class,CG-11397,Kevin Clark,Consumer,New York City,New York,United States,North America,North America,OFF-LA-10016,Office Supplies,Labels,Avery Address Labels,16.11,1,0.2,6.29,2.23,Medium
5173,CA-2021-136527,2012-01-21,2012-01-25,Second Class,CG-10967,Rachel Miller,Home Office,Beijing,Beijing,China,Asia Pacific,Asia Pacific,TEC-CO-10074,Technology,Computers,Dell Inspiron 15,4540.94,3,0.2,442.66,356.05,Low
5174,CA-2023-145828,2012-01-21,2012-01-25,Second Class,CG-10081,Sarah Martinez,Consumer,Philadelphia,Pennsylvania,United States,North America,North America,TEC-PH-10033,Technology,Phones,Motorola Moto G,520.95,1,0.2,72.0,63.07,Low
5175,CA-2014-103898,2012-01-21,2012-01-28,Standard Class,CG-10662,Rachel Miller,Consumer,Seattle,Washington,United States,North America,North America,TEC-PH-10019,Technology,Phones,Apple iPhone 14,177.2,3,0.8,-98.78,8.2,Medium
5176,CA-2015-107284,2012-01-21,2012-01-26,Second Class,CG-10933,Nicole White,Home Office,Rio de Janeiro,Rio de Janeiro,Brazil,LATAM,LATAM,TEC-PH-10033,Technology,Phones,Motorola Moto G,727.32,3,0.0,213.7,4.57,Medium
5177,CA-2020-130281,2012-01-21,2012-01-28,Standard Class,CG-10180,Nicole Garcia,Home Office,Munich,Bavaria,Germany,Europe,Europe,OFF-LA-10029,Office Supplies,Labels,Avery Internet Labels,36.14,2,0.2,11.27,0.8,Medium
5178,CA-2019-129212,2012-01-21,2012-01-25,First Class,CG-10253,Emily Harris,Consumer,Monterrey,Nuevo León,Mexico,LATAM,LATAM,FUR-CH-10020,Furniture,Chairs,Office Star,921.07,1,0.0,249.45,133.26,High
5179,CA-2016-112671,2012-01-22,2012-01-28,Second Class,CG-10897,Amanda Brown,Corporate,Beijing,Beijing,China,Asia Pacific,Asia Pacific,OFF-LA-10078,Office Supplies,Labels,Avery File Folder,67.96,1,0.0,38.29,3.65,High
5180,CA-2019-129066,2012-01-22,2012-01-29,Standard Class,CG-10614,Megan Smith,Corporate,Chicago,Illinois,United States,North America,North America,TEC-AC-10062,Technology,Accessories,Belkin Surge Protector,1177.44,5,0.2,323.59,54.95,Medium
5181,CA-2018-124527,2012-01-22,2012-01-27,Second Class,CG-10720,Thomas Miller,Home Office,Chicago,Illinois,United States,North America,North America,TEC-PH-10023,Technology,Phones,Cisco IP Phone,699.46,3,0.1,110.99,77.5,Medium
5182,CA-2021-135692,2012-01-22,2012-01-29,Standard Class,CG-11471,William Garcia,Consumer,Istanbul,Istanbul,Turkey,EMEA,EMEA,OFF-BI-10042,Office Supplies,Binders,Wilson Jones Round Ring,523.04,3,0.1,209.95,64.6,Low
5183,CA-2020-133613,2012-01-22,2012-01-27,Second Class,CG-10664,Ashley Walker,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,OFF-PA-10043,Office Supplies,Paper,HP Bright White,444.72,6,0.2,92.76,56.66,Medium
5184,CA-2020-132578,2012-01-22,2012-01-31,Standard Class,CG-10407,Robert Williams,Corporate,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,FUR-CH-10077,Furniture,Chairs,HON Ignition,1628.04,4,0.7,-920.21,116.95,Medium
5185,CA-2014-103502,2012-01-22,2012-01-22,Same Day,CG-10444,Sarah Jones,Consumer,Beijing,Beijing,China,Asia Pacific,Asia Pacific,TEC-CO-10027,Technology,Computers,Apple MacBook Pro,708.3,2,0.4,-139.9,92.06,Low
5186,CA-2019-128909,2012-01-22,2012-01-29,Standard Class,CG-11540,Jessica Davis,Corporate,Montreal,Quebec,Canada,North America,North America,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,3060.57,3,0.0,817.43,136.61,High
5187,CA-2015-107948,2012-01-22,2012-01-25,First Class,CG-10101,James Williams,Consumer,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,TEC-AC-10044,Technology,Accessories,Samsung Monitor,872.85,3,0.0,330.09,75.37,High
5188,CA-2022-142083,2012-01-22,2012-01-30,Standard Class,CG-10244,Daniel Garcia,Corporate,Houston,Texas,United States,North America,North America,OFF-EN-10026,Office Supplies,Envelopes,Poly String-Tie,55.92,3,0.0,23.79,5.1,Medium
5189,CA-2021-135726,2012-01-22,2012-01-28,Second Class,CG-10198,Lauren Miller,Consumer,Abuja,Abuja,Nigeria,Africa,Africa,FUR-CH-10022,Furniture,Chairs,Bush Industries Chair,5018.08,4,0.1,285.89,289.26,Medium
5190,CA-2015-106982,2012-01-22,2012-01-24,First Class,CG-11080,Michael Miller,Corporate,Beijing,Beijing,China,Asia Pacific,Asia Pacific,OFF-FA-10030,Office Supplies,Fasteners,Swingline Optima,66.81,3,0.0,23.88,2.83,Medium
5191,CA-2021-137493,2012-01-22,2012-01-29,Standard Class,CG-10613,David Davis,Corporate,New Delhi,Delhi,India,Asia Pacific,Asia Pacific,TEC-PH-10019,Technology,Phones,Apple iPhone 14,189.89,1,0.7,-89.34,25.21,High
5192,CA-2018-123323,2012-01-22,2012-01-31,Standard Class,CG-10996,David Clark,Corporate,New Delhi,Delhi,India,Asia Pacific,Asia Pacific,TEC-CO-10027,Technology,Computers,Apple MacBook Pro,241.46,1,0.8,-136.88,28.53,Critical
5193,CA-2022-142032,2012-01-22,2012-01-31,Standard Class,CG-10876,Jane Walker,Home Office,New York City,New York,United States,North America,North America,TEC-CO-10074,Technology,Computers,Dell Inspiron 15,541.58,1,0.1,43.18,40.86,Low
5194,CA-2023-147898,2012-01-22,2012-01-31,Standard Class,CG-11047,Ashley Martinez,Corporate,Miami,Florida,United States,North America,North America,TEC-CO-10031,Technology,Computers,HP Pavilion 14,3910.07,2,0.1,403.5,94.65,Medium
5195,CA-2017-118071,2012-01-22,2012-01-24,First Class,CG-10517,Michael Garcia,Consumer,Dammam,Eastern Province,Saudi Arabia,EMEA,EMEA,OFF-PA-10043,Office Supplies,Paper,HP Bright White,288.33,3,0.0,100.88,8.69,High
5196,CA-2022-142101,2012-01-22,2012-01-25,First Class,CG-10620,Thomas Anderson,Consumer,Rio de Janeiro,Rio de Janeiro,Brazil,LATAM,LATAM,OFF-BI-10054,Office Supplies,Binders,Cardinal Slant-D,151.79,1,0.0,66.12,1.22,Low
5197,CA-2019-128842,2012-01-22,2012-01-27,Second Class,CG-11350,Emily Thomas,Consumer,Monterrey,Nuevo León,Mexico,LATAM,LATAM,TEC-CO-10094,Technology,Copiers,Xerox WorkCentre,1321.89,1,0.5,-351.23,10.04,Low
5198,CA-2016-110778,2012-01-22,2012-01-29,Standard Class,CG-11353,Kevin Clark,Consumer,New York City,New York,United States,North America,North America,OFF-ST-10069,Office Supplies,Storage,Avery Recycled,100.56,1,0.2,22.36,0.59,Low
5199,CA-2021-138022,2012-01-22,2012-01-30,Standard Class,CG-10523,Nicole White,Corporate,Marseille,Provence,France,Europe,Europe,FUR-CH-10077,Furniture,Chairs,HON Ignition,147.58,1,0.6,-66.9,5.75,High
5200,CA-2022-143362,2012-01-22,2012-01-31,Standard Class,CG-11166,David Harris,Home Office,Marseille,Provence,France,Europe,Europe,FUR-FU-10013,Furniture,Furnishings,Advantus Globe Weis,193.13,1,0.0,34.88,7.58,Critical
5201,CA-2014-100692,2012-01-22,2012-01-29,Standard Class,CG-10367,Megan Jackson,Consumer,Sydney,New South Wales,Australia,Oceania,Oceania,OFF-BI-10025,Office Supplies,Binders,Acco Brands,195.51,1,0.3,35.24,15.13,High
5202,CA-2015-106043,2012-01-22,2012-01-27,Second Class,CG-11152,Lauren Thomas,Consumer,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,1808.81,1,0.0,230.32,217.01,Medium
5203,CA-2016-110544,2012-01-22,2012-01-24,First Class,CG-11200,Kevin Brown,Consumer,Mexico City,CDMX,Mexico,LATAM,LATAM,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,2020.76,1,0.0,457.46,278.15,High
5204,CA-2022-140186,2012-01-22,2012-01-31,Standard Class,CG-10020,Amanda Walker,Corporate,Brisbane,Queensland,Australia,Oceania,Oceania,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,3988.93,4,0.2,572.18,445.28,Critical
5205,CA-2019-125428,2012-01-22,2012-01-30,Standard Class,CG-10867,Thomas Lewis,Consumer,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,FUR-FU-10001,Furniture,Furnishings,Howard Miller Clock,80.06,1,0.4,-16.1,0.53,Medium
5206,CA-2014-104046,2012-01-22,2012-01-29,Standard Class,CG-10071,William Thomas,Consumer,Dallas,Texas,United States,North America,North America,FUR-TA-10051,Furniture,Tables,Bretford Rectangular,1930.8,4,0.3,-449.26,166.98,High
5207,CA-2022-143965,2012-01-22,2012-01-24,First Class,CG-10217,Michael Thomas,Consumer,Atlanta,Georgia,United States,North America,North America,OFF-AP-10055,Office Supplies,Appliances,Quartet Overhead,290.71,1,0.3,-38.69,2.42,Medium
5208,CA-2017-115536,2012-01-23,2012-01-27,Second Class,CG-11038,Megan Garcia,Home Office,Dallas,Texas,United States,North America,North America,OFF-EN-10056,Office Supplies,Envelopes,Mead #10,38.9,1,0.0,10.07,2.13,Medium
5209,CA-2015-107251,2012-01-23,2012-01-26,First Class,CG-11084,Lauren Harris,Consumer,Cape Town,Western Cape,South Africa,Africa,Africa,TEC-AC-10062,Technology,Accessories,Belkin Surge Protector,379.9,2,0.2,36.56,46.74,Medium
5210,CA-2014-101196,2012-01-23,2012-01-24,Same Day,CG-11052,Robert Wilson,Consumer,Durban,KwaZulu-Natal,South Africa,Africa,Africa,OFF-LA-10016,Office Supplies,Labels,Avery Address Labels,88.62,2,0.0,43.66,12.96,Medium
5211,CA-2015-107880,2012-01-23,2012-01-27,Second Class,CG-11564,Nicole Lewis,Consumer,Hamburg,Hamburg,Germany,Europe,Europe,TEC-AC-10062,Technology,Accessories,Belkin Surge Protector,97.02,1,0.0,44.47,9.29,Medium
5212,CA-2020-132395,2012-01-23,2012-01-28,Second Class,CG-11270,John Jones,Consumer,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,OFF-LA-10090,Office Supplies,Labels,Avery Shipping,36.15,3,0.0,12.06,0.63,Low
5213,CA-2020-130891,2012-01-23,2012-01-31,Standard Class,CG-10961,Robert Lewis,Consumer,Chicago,Illinois,United States,North America,North America,TEC-AC-10024,Technology,Accessories,APC Battery Backup,252.82,2,0.0,61.14,0.73,Medium
5214,CA-2016-114939,2012-01-23,2012-01-30,Standard Class,CG-11342,David Williams,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,922.45,6,0.7,-354.24,23.44,Medium
5215,CA-2014-101924,2012-01-23,2012-02-01,Standard Class,CG-10140,Amanda Lewis,Corporate,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,OFF-SU-10053,Office Supplies,Supplies,Memorex Floppy,152.96,3,0.3,35.58,15.15,High
5216,CA-2014-103034,2012-01-23,2012-01-27,Second Class,CG-10603,Amanda Williams,Consumer,Bangalore,Karnataka,India,Asia Pacific,Asia Pacific,TEC-PH-10023,Technology,Phones,Cisco IP Phone,979.9,2,0.5,-308.7,18.2,Medium
5217,CA-2020-132337,2012-01-23,2012-01-26,First Class,CG-11064,Rachel Smith,Consumer,Los Angeles,California,United States,North America,North America,OFF-EN-10061,Office Supplies,Envelopes,Peel & Seel,44.65,1,0.0,18.55,1.86,Critical
5218,CA-2023-145264,2012-01-23,2012-01-27,First Class,CG-11210,Emily Miller,Home Office,Marseille,Provence,France,Europe,Europe,OFF-AP-10005,Office Supplies,Appliances,Avery Thermal Print,839.56,2,0.0,176.48,15.89,Medium
5219,CA-2017-116176,2012-01-23,2012-02-01,Standard Class,CG-11175,Amanda Clark,Home Office,Brisbane,Queensland,Australia,Oceania,Oceania,FUR-TA-10091,Furniture,Tables,Bevis 36W,706.49,1,0.1,22.68,92.29,High
5220,CA-2015-109176,2012-01-23,2012-01-28,Second Class,CG-10628,Robert Thomas,Consumer,Vancouver,British Columbia,Canada,North America,North America,FUR-CH-10048,Furniture,Chairs,Herman Miller Aeron,88.82,1,0.7,-40.15,8.68,High
5221,CA-2020-133849,2012-01-23,2012-01-23,Same Day,CG-10007,Emily Smith,Corporate,Lagos,Lagos,Nigeria,Africa,Africa,TEC-MA-10088,Technology,Machines,Pitney Bowes,158.33,1,0.0,26.05,19.44,Low
5222,CA-2018-124825,2012-01-23,2012-02-01,Standard Class,CG-10324,Amanda Robinson,Corporate,New Delhi,Delhi,India,Asia Pacific,Asia Pacific,TEC-AC-10044,Technology,Accessories,Samsung Monitor,100.72,2,0.2,24.26,12.96,Low
5223,CA-2022-140765,2012-01-23,2012-02-01,Standard Class,CG-11545,Robert Johnson,Corporate,Melbourne,Victoria,Australia,Oceania,Oceania,FUR-TA-10091,Furniture,Tables,Bevis 36W,2806.89,3,0.0,-32.22,404.71,Medium
5224,CA-2019-128399,2012-01-23,2012-01-27,Second Class,CG-10531,Jessica Thomas,Home Office,Los Angeles,California,United States,North America,North America,OFF-LA-10090,Office Supplies,Labels,Avery Shipping,25.15,1,0.1,8.57,1.28,High
5225,CA-2016-110223,2012-01-24,2012-01-29,Second Class,CG-10821,John Clark,Consumer,Los Angeles,California,United States,North America,North America,OFF-AR-10021,Office Supplies,Art,Quartet Corkboard,269.52,2,0.0,155.85,26.9,Medium
