customer_id,customer_name,segment,total_orders,total_spent,total_profit,avg_discount,value_segment,segment_threshold_high,segment_threshold_low
BP-110953,Bart Pistole,Corporate,8,2560.0,42.37,0.154,Mid Value,3763.0,728.0
BP-110954,Bart Pistole,Corporate,12,2442.0,433.98,0.165,Mid Value,3763.0,728.0
BP-111551,Becky Pak,Consumer,6,801.0,57.89,0.219,Mid Value,3763.0,728.0
BP-111552,Becky Pak,Consumer,7,7590.0,1971.92,0.158,High Value,3763.0,728.0
BP-111553,Becky Pak,Consumer,5,3610.0,718.11,0.045,Mid Value,3763.0,728.0
BP-111554,Becky Pak,Consumer,6,1698.0,647.38,0.082,Mid Value,3763.0,728.0
BP-111851,Ben Peterman,Corporate,5,4436.0,1288.24,0.167,High Value,3763.0,728.0
BP-111852,Ben Peterman,Corporate,7,4348.0,587.76,0.112,High Value,3763.0,728.0
BP-111853,Ben Peterman,Corporate,7,2919.0,-250.11,0.108,Mid Value,3763.0,728.0
BP-111854,Ben Peterman,Corporate,9,3676.0,363.6,0.194,Mid Value,3763.0,728.0
BP-112301,Benjamin Patterson,Consumer,7,4264.0,1045.48,0.067,High Value,3763.0,728.0
BP-112302,Benjamin Patterson,Consumer,5,5519.0,815.24,0.083,High Value,3763.0,728.0
BP-112303,Benjamin Patterson,Consumer,6,1612.0,-1195.52,0.1,Mid Value,3763.0,728.0
BP-112304,Benjamin Patterson,Consumer,5,1181.0,-197.27,0.067,Mid Value,3763.0,728.0
BP-112901,Beth Paige,Consumer,8,3172.0,504.66,0.259,Mid Value,3763.0,728.0
BP-112902,Beth Paige,Consumer,5,3892.0,1296.44,0.022,High Value,3763.0,728.0
BP-112903,Beth Paige,Consumer,9,2908.0,376.8,0.2,Mid Value,3763.0,728.0
BP-112904,Beth Paige,Consumer,7,2472.0,-319.06,0.3,Mid Value,3763.0,728.0
BP-11551,Becky Pak,Consumer,1,87.0,36.87,0.0,Low Value,3763.0,728.0
BP-11552,Becky Pak,Consumer,1,175.0,23.1,0.0,Low Value,3763.0,728.0
BP-11553,Becky Pak,Consumer,4,850.0,120.93,0.0,Mid Value,3763.0,728.0
BP-11851,Ben Peterman,Corporate,4,580.0,-11.69,0.35,Low Value,3763.0,728.0
BP-11852,Ben Peterman,Corporate,6,850.0,-633.84,0.545,Mid Value,3763.0,728.0
BP-12301,Benjamin Patterson,Consumer,4,5496.0,268.96,0.368,High Value,3763.0,728.0
BP-12302,Benjamin Patterson,Consumer,4,642.0,175.33,0.1,Low Value,3763.0,728.0
BP-12901,Beth Paige,Consumer,1,65.0,11.7,0.0,Low Value,3763.0,728.0
BP-12902,Beth Paige,Consumer,3,318.0,87.57,0.0,Low Value,3763.0,728.0
BS-113651,Bill Shonely,Corporate,4,1321.0,451.62,0.013,Mid Value,3763.0,728.0
BS-113652,Bill Shonely,Corporate,5,4186.0,1397.33,0.125,High Value,3763.0,728.0
BS-113653,Bill Shonely,Corporate,12,6543.0,1215.72,0.067,High Value,3763.0,728.0
BS-113654,Bill Shonely,Corporate,5,10502.0,2616.06,0.011,High Value,3763.0,728.0
BS-113801,Bill Stewart,Corporate,6,8133.0,342.15,0.234,High Value,3763.0,728.0
BS-113802,Bill Stewart,Corporate,4,1671.0,376.42,0.039,Mid Value,3763.0,728.0
BS-113803,Bill Stewart,Corporate,8,4614.0,1075.66,0.172,High Value,3763.0,728.0
BS-113804,Bill Stewart,Corporate,5,3888.0,-17.53,0.277,High Value,3763.0,728.0
BS-115901,Brendan Sweed,Corporate,7,2791.0,223.9,0.125,Mid Value,3763.0,728.0
BS-115902,Brendan Sweed,Corporate,6,4036.0,519.51,0.1,High Value,3763.0,728.0
BS-115903,Brendan Sweed,Corporate,4,2078.0,658.27,0.05,Mid Value,3763.0,728.0
BS-115904,Brendan Sweed,Corporate,6,2455.0,381.78,0.3,Mid Value,3763.0,728.0
BS-116651,Brian Stugart,Consumer,4,4658.0,546.93,0.083,High Value,3763.0,728.0
BS-116652,Brian Stugart,Consumer,9,3734.0,228.23,0.186,Mid Value,3763.0,728.0
BS-116653,Brian Stugart,Consumer,8,5789.0,2098.26,0.088,High Value,3763.0,728.0
BS-116654,Brian Stugart,Consumer,3,3288.0,238.74,0.182,Mid Value,3763.0,728.0
BS-117551,Bruce Stewart,Consumer,7,6031.0,777.41,0.088,High Value,3763.0,728.0
BS-117552,Bruce Stewart,Consumer,6,4698.0,378.5,0.042,High Value,3763.0,728.0
BS-117553,Bruce Stewart,Consumer,9,4263.0,152.12,0.17,High Value,3763.0,728.0
BS-117554,Bruce Stewart,Consumer,7,2564.0,-113.3,0.132,Mid Value,3763.0,728.0
BS-118001,Bryan Spruell,Home Office,5,4711.0,873.92,0.189,High Value,3763.0,728.0
BS-118002,Bryan Spruell,Home Office,6,3002.0,431.78,0.023,Mid Value,3763.0,728.0
BS-118003,Bryan Spruell,Home Office,8,2224.0,352.11,0.092,Mid Value,3763.0,728.0
BS-118004,Bryan Spruell,Home Office,2,950.0,194.05,0.0,Mid Value,3763.0,728.0
BS-13651,Bill Shonely,Corporate,3,807.0,258.87,0.0,Mid Value,3763.0,728.0
BS-13652,Bill Shonely,Corporate,2,152.0,29.31,0.0,Low Value,3763.0,728.0
BS-13801,Bill Stewart,Corporate,3,160.0,-0.13,0.28,Low Value,3763.0,728.0
BS-13802,Bill Stewart,Corporate,2,310.0,38.46,0.0,Low Value,3763.0,728.0
BS-15901,Brendan Sweed,Corporate,2,35.0,10.71,0.0,Low Value,3763.0,728.0
BS-15902,Brendan Sweed,Corporate,3,784.0,251.52,0.0,Mid Value,3763.0,728.0
BS-16651,Brian Stugart,Consumer,3,1016.0,249.66,0.0,Mid Value,3763.0,728.0
BS-16652,Brian Stugart,Consumer,4,4088.0,251.06,0.133,High Value,3763.0,728.0
BS-17551,Bruce Stewart,Consumer,4,1675.0,-695.05,0.255,Mid Value,3763.0,728.0
BS-17552,Bruce Stewart,Consumer,1,3.0,-2.72,0.6,Low Value,3763.0,728.0
BS-18001,Bryan Spruell,Home Office,5,4163.0,235.07,0.05,High Value,3763.0,728.0
BS-18002,Bryan Spruell,Home Office,4,2203.0,696.27,0.0,Mid Value,3763.0,728.0
BT-113051,Beth Thompson,Home Office,3,2394.0,-52.22,0.313,Mid Value,3763.0,728.0
BT-113052,Beth Thompson,Home Office,8,2919.0,545.69,0.071,Mid Value,3763.0,728.0
BT-113053,Beth Thompson,Home Office,8,2443.0,-2.89,0.178,Mid Value,3763.0,728.0
BT-113054,Beth Thompson,Home Office,5,2568.0,417.59,0.044,Mid Value,3763.0,728.0
BT-113951,Bill Tyler,Corporate,8,3596.0,909.76,0.171,Mid Value,3763.0,728.0
BT-113952,Bill Tyler,Corporate,8,5228.0,1481.31,0.005,High Value,3763.0,728.0
BT-113953,Bill Tyler,Corporate,2,337.0,94.98,0.0,Low Value,3763.0,728.0
BT-113954,Bill Tyler,Corporate,6,2188.0,257.92,0.15,Mid Value,3763.0,728.0
BT-114401,Bobby Trafton,Consumer,5,3168.0,166.72,0.339,Mid Value,3763.0,728.0
BT-114402,Bobby Trafton,Consumer,6,2016.0,76.9,0.11,Mid Value,3763.0,728.0
BT-114403,Bobby Trafton,Consumer,6,2476.0,124.84,0.2,Mid Value,3763.0,728.0
BT-114404,Bobby Trafton,Consumer,4,605.0,-77.53,0.157,Low Value,3763.0,728.0
BT-114851,Brad Thomas,Home Office,8,2681.0,438.7,0.17,Mid Value,3763.0,728.0
BT-114852,Brad Thomas,Home Office,9,4105.0,271.33,0.126,High Value,3763.0,728.0
BT-114853,Brad Thomas,Home Office,10,1678.0,333.85,0.1,Mid Value,3763.0,728.0
BT-114854,Brad Thomas,Home Office,2,415.0,126.87,0.067,Low Value,3763.0,728.0
BT-115301,Bradley Talbott,Home Office,6,6924.0,237.43,0.084,High Value,3763.0,728.0
BT-115302,Bradley Talbott,Home Office,7,2488.0,192.7,0.164,Mid Value,3763.0,728.0
BT-115303,Bradley Talbott,Home Office,7,1711.0,91.21,0.183,Mid Value,3763.0,728.0
BT-115304,Bradley Talbott,Home Office,5,2684.0,409.5,0.1,Mid Value,3763.0,728.0
BT-116801,Brian Thompson,Consumer,10,8849.0,1969.79,0.073,High Value,3763.0,728.0
BT-116802,Brian Thompson,Consumer,2,1499.0,-782.94,0.357,Mid Value,3763.0,728.0
BT-116803,Brian Thompson,Consumer,3,543.0,29.31,0.2,Low Value,3763.0,728.0
BT-116804,Brian Thompson,Consumer,7,3197.0,447.75,0.07,Mid Value,3763.0,728.0
BT-13051,Beth Thompson,Home Office,6,916.0,-80.62,0.323,Mid Value,3763.0,728.0
BT-13052,Beth Thompson,Home Office,4,391.0,36.37,0.28,Low Value,3763.0,728.0
BT-13951,Bill Tyler,Corporate,3,205.0,-255.13,0.42,Low Value,3763.0,728.0
BT-13952,Bill Tyler,Corporate,1,244.0,56.1,0.0,Low Value,3763.0,728.0
BT-14401,Bobby Trafton,Consumer,4,541.0,154.97,0.14,Low Value,3763.0,728.0
BT-14402,Bobby Trafton,Consumer,6,1594.0,-915.69,0.487,Mid Value,3763.0,728.0
BT-14851,Brad Thomas,Home Office,3,174.0,35.88,0.0,Low Value,3763.0,728.0
BT-14852,Brad Thomas,Home Office,6,2630.0,-267.01,0.411,Mid Value,3763.0,728.0
BT-15301,Bradley Talbott,Home Office,2,105.0,-37.52,0.35,Low Value,3763.0,728.0
BT-15302,Bradley Talbott,Home Office,1,832.0,395.79,0.0,Mid Value,3763.0,728.0
BT-15303,Bradley Talbott,Home Office,4,599.0,164.53,0.1,Low Value,3763.0,728.0
BT-16801,Brian Thompson,Consumer,2,482.0,83.46,0.0,Low Value,3763.0,728.0
BT-16802,Brian Thompson,Consumer,2,326.0,48.18,0.0,Low Value,3763.0,728.0
BV-112451,Benjamin Venier,Corporate,4,6258.0,510.5,0.157,High Value,3763.0,728.0
BV-112452,Benjamin Venier,Corporate,10,10437.0,2761.27,0.069,High Value,3763.0,728.0
BV-112453,Benjamin Venier,Corporate,3,2464.0,-171.95,0.2,Mid Value,3763.0,728.0
BV-112454,Benjamin Venier,Corporate,5,1522.0,315.22,0.093,Mid Value,3763.0,728.0
BV-12451,Benjamin Venier,Corporate,3,685.0,-595.3,0.525,Low Value,3763.0,728.0
BW-10651,Barry Weirich,Consumer,4,8957.0,3333.06,0.0,High Value,3763.0,728.0
BW-10652,Barry Weirich,Consumer,1,70.0,8.28,0.0,Low Value,3763.0,728.0
BW-110651,Barry Weirich,Consumer,5,3107.0,198.09,0.164,Mid Value,3763.0,728.0
BW-110652,Barry Weirich,Consumer,5,1640.0,136.57,0.075,Mid Value,3763.0,728.0
BW-110653,Barry Weirich,Consumer,5,3280.0,77.69,0.129,Mid Value,3763.0,728.0
BW-110654,Barry Weirich,Consumer,3,386.0,-58.29,0.133,Low Value,3763.0,728.0
BW-11101,Bart Watters,Corporate,4,411.0,105.18,0.0,Low Value,3763.0,728.0
BW-11102,Bart Watters,Corporate,1,17.0,7.14,0.0,Low Value,3763.0,728.0
BW-11103,Bart Watters,Corporate,5,1268.0,146.1,0.0,Mid Value,3763.0,728.0
BW-111101,Bart Watters,Corporate,12,12267.0,315.33,0.105,High Value,3763.0,728.0
BW-111102,Bart Watters,Corporate,10,10394.0,1686.22,0.071,High Value,3763.0,728.0
BW-111103,Bart Watters,Corporate,5,3206.0,414.65,0.147,Mid Value,3763.0,728.0
BW-111104,Bart Watters,Corporate,8,4752.0,921.26,0.141,High Value,3763.0,728.0
BW-112001,Ben Wallace,Consumer,9,4381.0,549.86,0.068,High Value,3763.0,728.0
BW-112002,Ben Wallace,Consumer,4,1183.0,489.67,0.12,Mid Value,3763.0,728.0
BW-112003,Ben Wallace,Consumer,10,4557.0,281.35,0.169,High Value,3763.0,728.0
BW-112004,Ben Wallace,Consumer,6,1738.0,247.0,0.15,Mid Value,3763.0,728.0
BW-12001,Ben Wallace,Consumer,3,2997.0,765.85,0.108,Mid Value,3763.0,728.0
BW-12002,Ben Wallace,Consumer,1,109.0,18.48,0.0,Low Value,3763.0,728.0
CA-119651,Carol Adams,Corporate,7,11653.0,3220.05,0.107,High Value,3763.0,728.0
CA-119652,Carol Adams,Corporate,9,4077.0,651.83,0.071,High Value,3763.0,728.0
CA-119653,Carol Adams,Corporate,4,1591.0,-1633.0,0.314,Mid Value,3763.0,728.0
CA-119654,Carol Adams,Corporate,6,3789.0,1143.38,0.112,High Value,3763.0,728.0
CA-120551,Cathy Armstrong,Home Office,5,2746.0,322.58,0.144,Mid Value,3763.0,728.0
CA-120552,Cathy Armstrong,Home Office,7,4018.0,815.62,0.088,High Value,3763.0,728.0
CA-120553,Cathy Armstrong,Home Office,5,2248.0,388.91,0.067,Mid Value,3763.0,728.0
CA-120554,Cathy Armstrong,Home Office,5,1679.0,211.26,0.3,Mid Value,3763.0,728.0
CA-122651,Christina Anderson,Consumer,9,3988.0,1053.07,0.06,High Value,3763.0,728.0
CA-122652,Christina Anderson,Consumer,6,9234.0,1505.39,0.029,High Value,3763.0,728.0
CA-122653,Christina Anderson,Consumer,7,2601.0,432.64,0.0,Mid Value,3763.0,728.0
CA-122654,Christina Anderson,Consumer,9,2649.0,279.62,0.189,Mid Value,3763.0,728.0
CA-123101,Christine Abelman,Corporate,5,1091.0,260.12,0.162,Mid Value,3763.0,728.0
CA-123102,Christine Abelman,Corporate,7,2734.0,-32.57,0.135,Mid Value,3763.0,728.0
CA-123103,Christine Abelman,Corporate,5,1920.0,254.36,0.045,Mid Value,3763.0,728.0
CA-123104,Christine Abelman,Corporate,4,1423.0,246.02,0.118,Mid Value,3763.0,728.0
CA-127751,Cynthia Arntzen,Consumer,5,11493.0,4045.88,0.009,High Value,3763.0,728.0
CA-127752,Cynthia Arntzen,Consumer,6,2181.0,39.51,0.078,Mid Value,3763.0,728.0
CA-127753,Cynthia Arntzen,Consumer,8,1635.0,315.6,0.15,Mid Value,3763.0,728.0
CA-127754,Cynthia Arntzen,Consumer,7,3040.0,204.49,0.188,Mid Value,3763.0,728.0
CA-19651,Carol Adams,Corporate,3,435.0,-51.86,0.35,Low Value,3763.0,728.0
CA-19652,Carol Adams,Corporate,5,2448.0,-51.32,0.208,Mid Value,3763.0,728.0
CA-20551,Cathy Armstrong,Home Office,1,1002.0,55.44,0.0,Mid Value,3763.0,728.0
CA-20552,Cathy Armstrong,Home Office,2,600.0,75.96,0.0,Low Value,3763.0,728.0
CA-22651,Christina Anderson,Consumer,1,321.0,35.34,0.0,Low Value,3763.0,728.0
CA-22652,Christina Anderson,Consumer,6,3042.0,356.06,0.067,Mid Value,3763.0,728.0
CA-23101,Christine Abelman,Corporate,3,221.0,55.47,0.0,Low Value,3763.0,728.0
CA-23102,Christine Abelman,Corporate,2,414.0,83.76,0.0,Low Value,3763.0,728.0
CA-27751,Cynthia Arntzen,Consumer,2,742.0,-175.02,0.35,Mid Value,3763.0,728.0
CA-27752,Cynthia Arntzen,Consumer,2,743.0,-539.19,0.375,Mid Value,3763.0,728.0
CB-120251,Cassandra Brandow,Consumer,5,3393.0,-565.58,0.224,Mid Value,3763.0,728.0
CB-120252,Cassandra Brandow,Consumer,5,1475.0,257.21,0.03,Mid Value,3763.0,728.0
CB-120253,Cassandra Brandow,Consumer,5,744.0,59.43,0.089,Mid Value,3763.0,728.0
CB-120254,Cassandra Brandow,Consumer,10,6076.0,150.21,0.163,High Value,3763.0,728.0
CB-124151,Christy Brittain,Consumer,1,311.0,139.74,0.0,Low Value,3763.0,728.0
CB-124152,Christy Brittain,Consumer,6,5679.0,1653.77,0.009,High Value,3763.0,728.0
CB-124153,Christy Brittain,Consumer,8,4766.0,206.0,0.247,High Value,3763.0,728.0
CB-124154,Christy Brittain,Consumer,8,1949.0,272.39,0.333,Mid Value,3763.0,728.0
CB-125351,Claudia Bergmann,Corporate,3,3987.0,793.1,0.05,High Value,3763.0,728.0
CB-125352,Claudia Bergmann,Corporate,8,7379.0,618.57,0.048,High Value,3763.0,728.0
CB-125353,Claudia Bergmann,Corporate,8,2500.0,-59.32,0.147,Mid Value,3763.0,728.0
CB-125354,Claudia Bergmann,Corporate,8,4247.0,1049.56,0.05,High Value,3763.0,728.0
CB-20251,Cassandra Brandow,Consumer,5,1841.0,307.56,0.0,Mid Value,3763.0,728.0
CB-24151,Christy Brittain,Consumer,1,64.0,30.06,0.0,Low Value,3763.0,728.0
CB-24152,Christy Brittain,Consumer,3,1169.0,-214.87,0.15,Mid Value,3763.0,728.0
CB-25351,Claudia Bergmann,Corporate,1,116.0,-197.45,0.7,Low Value,3763.0,728.0
CB-25352,Claudia Bergmann,Corporate,1,32.0,-37.24,0.6,Low Value,3763.0,728.0
CC-121001,Chad Cunningham,Home Office,3,1317.0,435.97,0.068,Mid Value,3763.0,728.0
CC-121002,Chad Cunningham,Home Office,7,4417.0,873.03,0.066,High Value,3763.0,728.0
CC-121003,Chad Cunningham,Home Office,9,3997.0,866.67,0.156,High Value,3763.0,728.0
CC-121004,Chad Cunningham,Home Office,6,1771.0,208.59,0.215,Mid Value,3763.0,728.0
CC-121451,Charles Crestani,Consumer,7,4483.0,-195.77,0.088,High Value,3763.0,728.0
CC-121452,Charles Crestani,Consumer,7,4945.0,1353.56,0.045,High Value,3763.0,728.0
CC-121453,Charles Crestani,Consumer,3,292.0,-78.14,0.32,Low Value,3763.0,728.0
CC-121454,Charles Crestani,Consumer,7,2473.0,392.28,0.082,Mid Value,3763.0,728.0
CC-122201,Chris Cortes,Consumer,5,850.0,186.83,0.041,Mid Value,3763.0,728.0
CC-122202,Chris Cortes,Consumer,7,1995.0,683.12,0.121,Mid Value,3763.0,728.0
CC-122203,Chris Cortes,Consumer,8,550.0,51.89,0.222,Low Value,3763.0,728.0
CC-122204,Chris Cortes,Consumer,12,3914.0,393.96,0.118,High Value,3763.0,728.0
CC-123701,Christopher Conant,Consumer,12,9524.0,656.08,0.139,High Value,3763.0,728.0
CC-123702,Christopher Conant,Consumer,9,5455.0,1061.94,0.033,High Value,3763.0,728.0
CC-123703,Christopher Conant,Consumer,4,1122.0,87.86,0.167,Mid Value,3763.0,728.0
CC-123704,Christopher Conant,Consumer,5,12128.0,2177.05,0.282,High Value,3763.0,728.0
CC-124301,Chuck Clark,Home Office,9,5193.0,1207.97,0.128,High Value,3763.0,728.0
CC-124302,Chuck Clark,Home Office,1,57.0,6.24,0.0,Low Value,3763.0,728.0
CC-124303,Chuck Clark,Home Office,9,5878.0,1141.05,0.169,High Value,3763.0,728.0
CC-124304,Chuck Clark,Home Office,10,2869.0,424.66,0.058,Mid Value,3763.0,728.0
CC-124751,Cindy Chapman,Consumer,9,7015.0,1447.09,0.142,High Value,3763.0,728.0
CC-124752,Cindy Chapman,Consumer,5,2705.0,547.78,0.023,Mid Value,3763.0,728.0
CC-124753,Cindy Chapman,Consumer,7,5779.0,970.45,0.067,High Value,3763.0,728.0
CC-124754,Cindy Chapman,Consumer,9,1659.0,154.85,0.162,Mid Value,3763.0,728.0
CC-125501,Clay Cheatham,Consumer,6,4195.0,585.12,0.113,High Value,3763.0,728.0
CC-125502,Clay Cheatham,Consumer,8,1689.0,390.5,0.077,Mid Value,3763.0,728.0
CC-125503,Clay Cheatham,Consumer,8,1915.0,157.97,0.133,Mid Value,3763.0,728.0
CC-125504,Clay Cheatham,Consumer,3,113.0,33.87,0.15,Low Value,3763.0,728.0
CC-126101,Corey Catlett,Corporate,11,5637.0,1158.35,0.064,High Value,3763.0,728.0
CC-126102,Corey Catlett,Corporate,8,6492.0,878.48,0.021,High Value,3763.0,728.0
CC-126103,Corey Catlett,Corporate,3,2152.0,581.94,0.029,Mid Value,3763.0,728.0
CC-126104,Corey Catlett,Corporate,7,2541.0,331.43,0.275,Mid Value,3763.0,728.0
CC-126701,Craig Carreira,Consumer,9,4766.0,64.88,0.217,High Value,3763.0,728.0
CC-126702,Craig Carreira,Consumer,4,1384.0,-414.12,0.071,Mid Value,3763.0,728.0
CC-126703,Craig Carreira,Consumer,8,1548.0,-388.18,0.219,Mid Value,3763.0,728.0
CC-126704,Craig Carreira,Consumer,7,2271.0,187.84,0.168,Mid Value,3763.0,728.0
CC-126851,Craig Carroll,Consumer,6,4893.0,-722.29,0.247,High Value,3763.0,728.0
CC-126852,Craig Carroll,Consumer,7,4745.0,631.55,0.163,High Value,3763.0,728.0
CC-126853,Craig Carroll,Consumer,3,304.0,-65.79,0.333,Low Value,3763.0,728.0
CC-126854,Craig Carroll,Consumer,4,2854.0,850.16,0.25,Mid Value,3763.0,728.0
CC-21001,Chad Cunningham,Home Office,2,513.0,189.48,0.0,Low Value,3763.0,728.0
CC-21002,Chad Cunningham,Home Office,3,507.0,48.89,0.1,Low Value,3763.0,728.0
CC-21451,Charles Crestani,Consumer,3,671.0,204.84,0.0,Low Value,3763.0,728.0
CC-21452,Charles Crestani,Consumer,3,486.0,-368.97,0.514,Low Value,3763.0,728.0
CC-22201,Chris Cortes,Consumer,3,1568.0,460.25,0.117,Mid Value,3763.0,728.0
CC-22202,Chris Cortes,Consumer,5,944.0,258.3,0.0,Mid Value,3763.0,728.0
CC-22203,Chris Cortes,Consumer,4,1662.0,471.53,0.035,Mid Value,3763.0,728.0
CC-23701,Christopher Conant,Consumer,3,1414.0,178.59,0.0,Mid Value,3763.0,728.0
CC-23702,Christopher Conant,Consumer,6,5544.0,1441.82,0.093,High Value,3763.0,728.0
CC-24301,Chuck Clark,Home Office,1,154.0,61.17,0.0,Low Value,3763.0,728.0
CC-24302,Chuck Clark,Home Office,1,889.0,99.42,0.0,Mid Value,3763.0,728.0
CC-24751,Cindy Chapman,Consumer,4,2488.0,731.35,0.262,Mid Value,3763.0,728.0
CC-24752,Cindy Chapman,Consumer,1,701.0,77.1,0.0,Low Value,3763.0,728.0
CC-24753,Cindy Chapman,Consumer,2,519.0,106.24,0.24,Low Value,3763.0,728.0
CC-25501,Clay Cheatham,Consumer,3,321.0,-139.74,0.35,Low Value,3763.0,728.0
CC-25502,Clay Cheatham,Consumer,2,1112.0,496.83,0.0,Mid Value,3763.0,728.0
CC-26101,Corey Catlett,Corporate,3,782.0,52.82,0.3,Mid Value,3763.0,728.0
CC-26701,Craig Carreira,Consumer,2,658.0,212.1,0.0,Low Value,3763.0,728.0
CC-26702,Craig Carreira,Consumer,4,870.0,56.5,0.267,Mid Value,3763.0,728.0
CC-26851,Craig Carroll,Consumer,4,3954.0,1620.93,0.0,High Value,3763.0,728.0
CC-26852,Craig Carroll,Consumer,1,65.0,-64.7,0.6,Low Value,3763.0,728.0
CD-119201,Carlos Daly,Consumer,5,7581.0,3107.59,0.044,High Value,3763.0,728.0
CD-119202,Carlos Daly,Consumer,9,7413.0,1273.31,0.061,High Value,3763.0,728.0
CD-119203,Carlos Daly,Consumer,8,1267.0,-55.84,0.222,Mid Value,3763.0,728.0
CD-119204,Carlos Daly,Consumer,5,2035.0,426.66,0.044,Mid Value,3763.0,728.0
CD-119801,Carol Darley,Consumer,6,4610.0,1362.54,0.151,High Value,3763.0,728.0
CD-119802,Carol Darley,Consumer,7,3430.0,476.24,0.056,Mid Value,3763.0,728.0
CD-119803,Carol Darley,Consumer,7,3170.0,16.38,0.155,Mid Value,3763.0,728.0
CD-119804,Carol Darley,Consumer,3,641.0,-206.72,0.433,Low Value,3763.0,728.0
CD-122801,Christina DeMoss,Consumer,7,10763.0,1260.72,0.11,High Value,3763.0,728.0
CD-122802,Christina DeMoss,Consumer,6,3185.0,601.83,0.029,Mid Value,3763.0,728.0
CD-122803,Christina DeMoss,Consumer,9,1628.0,271.81,0.13,Mid Value,3763.0,728.0
CD-122804,Christina DeMoss,Consumer,2,1206.0,233.03,0.085,Mid Value,3763.0,728.0
CD-127901,Cynthia Delaney,Home Office,3,1025.0,318.87,0.0,Mid Value,3763.0,728.0
CD-127902,Cynthia Delaney,Home Office,13,10120.0,1290.36,0.072,High Value,3763.0,728.0
CD-127903,Cynthia Delaney,Home Office,4,463.0,67.41,0.114,Low Value,3763.0,728.0
CD-127904,Cynthia Delaney,Home Office,5,1861.0,403.84,0.027,Mid Value,3763.0,728.0
CD-19201,Carlos Daly,Consumer,2,1602.0,224.44,0.175,Mid Value,3763.0,728.0
CD-19202,Carlos Daly,Consumer,2,219.0,52.74,0.0,Low Value,3763.0,728.0
CD-19801,Carol Darley,Consumer,3,996.0,163.67,0.4,Mid Value,3763.0,728.0
CD-19802,Carol Darley,Consumer,2,156.0,21.72,0.0,Low Value,3763.0,728.0
CD-19803,Carol Darley,Consumer,2,229.0,46.53,0.0,Low Value,3763.0,728.0
CD-22801,Christina DeMoss,Consumer,4,566.0,43.95,0.389,Low Value,3763.0,728.0
CD-22802,Christina DeMoss,Consumer,3,638.0,180.45,0.0,Low Value,3763.0,728.0
CD-27901,Cynthia Delaney,Home Office,4,910.0,166.43,0.07,Mid Value,3763.0,728.0
CD-27902,Cynthia Delaney,Home Office,3,121.0,-92.62,0.514,Low Value,3763.0,728.0
CG-120401,Catherine Glotzbach,Home Office,7,1925.0,202.5,0.119,Mid Value,3763.0,728.0
CG-120402,Catherine Glotzbach,Home Office,2,373.0,-139.86,0.42,Low Value,3763.0,728.0
CG-120403,Catherine Glotzbach,Home Office,4,393.0,-0.08,0.24,Low Value,3763.0,728.0
CG-120404,Catherine Glotzbach,Home Office,6,906.0,86.51,0.189,Mid Value,3763.0,728.0
CG-125201,Claire Gute,Consumer,6,6267.0,1120.6,0.218,High Value,3763.0,728.0
CG-125202,Claire Gute,Consumer,6,3538.0,673.0,0.097,Mid Value,3763.0,728.0
CG-125203,Claire Gute,Consumer,3,2591.0,434.59,0.04,Mid Value,3763.0,728.0
CG-125204,Claire Gute,Consumer,3,1148.0,169.93,0.2,Mid Value,3763.0,728.0
CG-20401,Catherine Glotzbach,Home Office,2,36.0,-53.61,0.7,Low Value,3763.0,728.0
CG-20402,Catherine Glotzbach,Home Office,3,483.0,-342.3,0.6,Low Value,3763.0,728.0
CG-25201,Claire Gute,Consumer,4,180.0,6.98,0.467,Low Value,3763.0,728.0
CG-25202,Claire Gute,Consumer,3,938.0,161.46,0.0,Mid Value,3763.0,728.0
CH-120701,Cathy Hwang,Home Office,5,2440.0,367.12,0.111,Mid Value,3763.0,728.0
CH-120702,Cathy Hwang,Home Office,9,6312.0,1169.6,0.027,High Value,3763.0,728.0
CH-120703,Cathy Hwang,Home Office,4,832.0,-238.45,0.217,Mid Value,3763.0,728.0
CH-120704,Cathy Hwang,Home Office,3,1537.0,195.15,0.15,Mid Value,3763.0,728.0
CH-20701,Cathy Hwang,Home Office,3,528.0,36.64,0.117,Low Value,3763.0,728.0
CH-20702,Cathy Hwang,Home Office,5,4018.0,1141.45,0.03,High Value,3763.0,728.0
CJ-118751,Carl Jackson,Corporate,11,9269.0,1623.28,0.116,High Value,3763.0,728.0
CJ-118752,Carl Jackson,Corporate,6,761.0,94.42,0.18,Mid Value,3763.0,728.0
CJ-118753,Carl Jackson,Corporate,5,2494.0,137.89,0.15,Mid Value,3763.0,728.0
CJ-118754,Carl Jackson,Corporate,1,17.0,1.65,0.2,Low Value,3763.0,728.0
CJ-120101,Caroline Jumper,Consumer,4,1948.0,611.14,0.128,Mid Value,3763.0,728.0
CJ-120102,Caroline Jumper,Consumer,6,1283.0,-248.25,0.314,Mid Value,3763.0,728.0
CJ-120103,Caroline Jumper,Consumer,8,4961.0,1165.09,0.1,High Value,3763.0,728.0
CJ-120104,Caroline Jumper,Consumer,8,11165.0,858.74,0.189,High Value,3763.0,728.0
CJ-18751,Carl Jackson,Corporate,2,411.0,64.56,0.0,Low Value,3763.0,728.0
CJ-18752,Carl Jackson,Corporate,4,1020.0,35.62,0.18,Mid Value,3763.0,728.0
CJ-20101,Caroline Jumper,Consumer,2,116.0,28.71,0.0,Low Value,3763.0,728.0
